Name,Position,Age,Birthdate.,Height,Weight,Height..ft.in.,Weight.st.lb,Contract,Length,Team
Paddy PATTERSON,Scrum-half,26,30/11/1998,1.75,75,5 ft 9 in,11 st 11.35 lb; 165.35 lb,PRO,2026,munster
Billy BURNS,Fly-half,31,13/06/1994,1.83,87,6 ft,13 st; 191.80 lb,PRO,2025,munster
Jack CROWLEY,Fly-half,25,13/01/2000,1.85,90,6 ft 1 in,14 st 2.42 lb; 198.42 lb,PRO,2027,munster
Tony BUTLER,Fly-half,23,23/04/2002,1.78,85,5 ft 10 in,13 st 5.39 lb; 187.39 lb,PRO,2026,munster
Alex NANKIVELL,Centre,28,25/10/1996,1.8800000000000001,98,6 ft 2 in,15 st 6.05 lb; 216.05 lb,PRO,2027,munster
Rory SCANNELL,Centre,31,22/12/1993,1.79,96,5 ft 10 in,15 st 1.64 lb; 211.64 lb,PRO,2025,munster
Seán O'BRIEN,Centre,27,12/05/1998,1.87,101,6 ft 2 in,15 st 12.67 lb; 222.67 lb,PRO,2027,munster
Shane DALY,Centre,28,19/12/1996,1.91,92,6 ft 3 in,14 st 6.83 lb; 202.83 lb,PRO,2027,munster
Tom FARRELL,Centre,31,01/10/1993,1.9,107,6 ft 3 in,16 st 11.89 lb; 235.89 lb,PRO,2026,munster
Andrew SMITH,Winger,24,21/07/2000,1.83,90,6 ft,14 st; 198.42 lb,PRO,2026,munster
Calvin NASH,Winger,27,08/08/1997,1.8,90,5 ft 11 in,14 st 2.42 lb; 198.42 lb,PRO,2026,munster
Diarmuid KILGALLEN,Winger,25,08/03/2000,1.93,96,6 ft 4 in,15 st 1.64 lb; 211.64 lb,PRO,2026,munster
Liam COOMBES,Winger,28,01/05/1997,1.91,90,6 ft 3 in,14 st 2.42 lb; 198.42 lb,PRO,2025,munster
Mike HALEY,Fullback,31,28/06/1994,1.91,94,6 ft 3 in,14 st 11.23 lb; 207.23 lb,PRO,2027,munster
Patrick CAMPBELL,Fullback,22,22/07/2002,1.78,88,5 ft 10 in,13 st 12.01 lb; 194.01 lb,PRO,2025,munster
Thaakir ABRAHAMS,Fullback,26,10/01/1999,1.75,77,5 ft 9 in,12 st 1.76 lb; 169.76 lb,PRO,2026,munster
Andy WARWICK,Prop,34,12/03/1991,1.78,116,5 ft 10 in,18 st 3.74 lb; 255.74 lb,PRO,2025,ulster
Bryan O'CONNOR,Prop,26,23/10/1998,1.91,107,6 ft 3 in,16 st 11.89 lb; 235.89 lb,PRO,,ulster
Callum REID,Prop,26,16/01/1999,1.83,120,6 ft,18 st; 264.55 lb,PRO,2027,ulster
Corrie BARRETT,Prop,27,13/06/1998,1.76,112,5 ft 9 in,17 st 8.92 lb; 246.92 lb,PRO,2025,ulster
Eric O'SULLIVAN,Prop,29,30/11/1995,1.86,118,6 ft 1 in,18 st 8.15 lb; 260.15 lb,PRO,2027,ulster
Tom O'TOOLE,Prop,26,23/09/1998,1.85,123,6 ft 1 in,19 st 5.17 lb; 271.17 lb,PRO,2027,ulster
John ANDREW,Hooker,32,26/05/1993,1.8,103,5 ft 11 in,16 st 3.08 lb; 227.08 lb,PRO,2026,ulster
Rob HERRING,Hooker,35,27/04/1990,1.85,106,6 ft 1 in,16 st 9.69 lb; 233.69 lb,PRO,2026,ulster
Tom STEWART,Hooker,24,11/01/2001,1.83,103,6 ft,16 st; 227.08 lb,PRO,2026,ulster
Alan O'CONNOR,Lock,32,10/09/1992,1.97,113,6 ft 6 in,17 st 11.12 lb; 249.12 lb,PRO,2025,ulster
Cormac IZUCHUKWU,Lock,25,28/01/2000,2.01,117,6 ft 7 in,18 st 5.94 lb; 257.94 lb,PRO,2026,ulster
Harry SHERIDAN,Lock,23,21/09/2001,1.96,121,6 ft 5 in,19 st 0.76 lb; 266.76 lb,PRO,2027,ulster
Iain HENDERSON,Lock,33,21/02/1992,1.98,116,6 ft 6 in,18 st 3.74 lb; 255.74 lb,PRO,2027,ulster
Kieran TREADWELL,Lock,29,06/11/1995,1.99,117,6 ft 6 in,18 st 5.94 lb; 257.94 lb,PRO,2025,ulster
Matthew DALTON,Lock,26,16/11/1998,1.98,117,6 ft 6 in,18 st 5.94 lb; 257.94 lb,PRO,2026,ulster
Dave MCCANN,Back row,25,13/06/2000,1.93,110,6 ft 4 in,17 st 4.51 lb; 242.51 lb,PRO,2026,ulster
Marcus REA,Back row,27,08/09/1997,1.8900000000000001,109,6 ft 2 in,17 st 2.30 lb; 240.30 lb,PRO,,ulster
Matty REA,Back row,31,21/09/1993,1.93,113,6 ft 4 in,17 st 11.12 lb; 249.12 lb,PRO,2025,ulster
Nick TIMONEY,Back row,29,01/08/1995,1.8800000000000001,114,6 ft 2 in,17 st 13.33 lb; 251.33 lb,PRO,2027,ulster
Reuben CROTHERS,Back row,23,28/01/2002,1.8800000000000001,99,6 ft 2 in,15 st 8.26 lb; 218.26 lb,PRO,2025,ulster
Sean REFFELL,Back row,27,11/04/1998,1.8,100,5 ft 11 in,15 st 10.46 lb; 220.46 lb,PRO,2026,ulster
Conor MCKEE,Scrum-half,24,20/03/2001,1.83,87,6 ft,13 st; 191.80 lb,PRO,2026,ulster
Dave SHANAHAN,Scrum-half,32,20/06/1993,1.76,80,5 ft 9 in,12 st 8.37 lb; 176.37 lb,PRO,2026,ulster
John COONEY,Scrum-half,35,01/05/1990,1.78,87,5 ft 10 in,13 st 9.80 lb; 191.80 lb,PRO,2025,ulster
Michael MCDONALD,Scrum-half,26,24/06/1999,1.78,85,5 ft 10 in,13 st 5.39 lb; 187.39 lb,PRO,2025,ulster
Nathan DOAK,Scrum-half,23,17/12/2001,1.85,87,6 ft 1 in,13 st 9.80 lb; 191.80 lb,PRO,2026,ulster
Aidan MORGAN,Fly-half,24,07/06/2001,1.72,82,5 ft 8 in,12 st 12.78 lb; 180.78 lb,PRO,2025,ulster
Jake FLANNERY,Fly-half,26,07/06/1999,1.83,91,6 ft,14 st; 200.62 lb,PRO,2026,ulster
Ben CARSON,Centre,23,24/02/2002,1.83,101,6 ft,15 st; 222.67 lb,PRO,2028,ulster
James HUME,Centre,26,07/09/1998,1.8800000000000001,98,6 ft 2 in,15 st 6.05 lb; 216.05 lb,PRO,2027,ulster
Jude POSTLETHWAITE,Centre,23,03/04/2002,1.93,106,6 ft 4 in,16 st 9.69 lb; 233.69 lb,PRO,2026,ulster
Stewart MOORE,Centre,25,08/08/1999,1.84,92,6 ft,14 st; 202.83 lb,PRO,2027,ulster
Stuart MCCLOSKEY,Centre,32,06/08/1992,1.93,112,6 ft 4 in,17 st 8.92 lb; 246.92 lb,PRO,2027,ulster
Ben MOXHAM,Winger,24,09/06/2001,1.91,102,6 ft 3 in,16 st 0.87 lb; 224.87 lb,PRO,,ulster
Jacob STOCKDALE,Winger,29,03/04/1996,1.91,103,6 ft 3 in,16 st 3.08 lb; 227.08 lb,PRO,2027,ulster
Robert BALOUCOUNE,Winger,27,19/08/1997,1.94,99,6 ft 4 in,15 st 8.26 lb; 218.26 lb,PRO,,ulster
Werner KOK,Winger,32,17/01/1993,1.8,96,5 ft 11 in,15 st 1.64 lb; 211.64 lb,PRO,2026,ulster
Zac WARD,Winger,26,11/12/1998,1.91,101,6 ft 3 in,15 st 12.67 lb; 222.67 lb,PRO,2028,ulster
Ethan MCILROY,Fullback,24,10/08/2000,1.8800000000000001,90,6 ft 2 in,14 st 2.42 lb; 198.42 lb,PRO,,ulster
Mike LOWRY,Fullback,26,20/08/1998,1.71,80,5 ft 7 in,12 st 8.37 lb; 176.37 lb,PRO,2028,ulster
Danilo FISCHETTI,Prop,27,26/01/1998,1.81,112,5 ft 11 in,17 st 8.92 lb; 246.92 lb,PRO,2025,zebre
Ion NECULAI,Prop,24,25/01/2001,1.8900000000000001,135,6 ft 2 in,21 st 3.62 lb; 297.62 lb,PRO,2026,zebre
Juan PITINARI,Prop,30,18/01/1995,1.87,118,6 ft 2 in,18 st 8.15 lb; 260.15 lb,PRO,2026,zebre
Luca FRANCESCHETTO,Prop,26,07/06/1999,1.93,127,6 ft 4 in,19 st 13.99 lb; 279.99 lb,PRO,2027,zebre
Luca RIZZOLI,Prop,23,03/05/2002,1.78,109,5 ft 10 in,17 st 2.30 lb; 240.30 lb,PRO,2026,zebre
Matteo NOCERA,Prop,26,16/01/1999,1.94,130,6 ft 4 in,20 st 6.60 lb; 286.60 lb,PRO,2027,zebre
Muhamed HASA,Prop,23,10/09/2001,1.83,125,6 ft,19 st; 275.58 lb,PRO,2027,zebre
Paolo BUONFIGLIO,Prop,30,28/01/1995,1.83,114,6 ft,17 st; 251.33 lb,PRO,2026,zebre
Giampietro RIBALDI,Hooker,28,12/03/1997,1.86,110,6 ft 1 in,17 st 4.51 lb; 242.51 lb,PRO,2026,zebre
Giovanni QUATTRINI,Hooker,21,29/09/2003,1.79,111,5 ft 10 in,17 st 6.71 lb; 244.71 lb,PRO,2026,zebre
Luca BIGI,Hooker,34,19/04/1991,1.82,108,6 ft,17 st; 238.10 lb,PRO,2025,zebre
Tommaso DI BARTOLOMEO,Hooker,24,04/01/2001,1.8,107,5 ft 11 in,16 st 11.89 lb; 235.89 lb,PRO,2028,zebre
Andrea ZAMBONIN,Lock,24,03/09/2000,2.02,112,6 ft 8 in,17 st 8.92 lb; 246.92 lb,PRO,2025,zebre
Francesco RUFFOLO,Lock,22,31/10/2002,1.98,118,6 ft 6 in,18 st 8.15 lb; 260.15 lb,PRO,,zebre
Leonard KRUMOV,Lock,29,01/05/1996,1.98,120,6 ft 6 in,18 st 12.55 lb; 264.55 lb,PRO,2026,zebre
Matteo CANALI,Lock,26,11/09/1998,1.98,123,6 ft 6 in,19 st 5.17 lb; 271.17 lb,PRO,2028,zebre
Bautista STAVILE,Back row,28,22/02/1997,1.83,100,6 ft,15 st; 220.46 lb,PRO,,zebre
Davide RUGGERI,Back row,26,07/05/1999,1.8900000000000001,109,6 ft 2 in,17 st 2.30 lb; 240.30 lb,PRO,2027,zebre
Giacomo FERRARI,Back row,23,22/01/2002,1.9,107,6 ft 3 in,16 st 11.89 lb; 235.89 lb,PRO,2028,zebre
Giovanni LICATA,Back row,28,18/02/1997,1.93,111,6 ft 4 in,17 st 6.71 lb; 244.71 lb,PRO,2026,zebre
Guido VOLPI,Back row,29,22/08/1995,1.93,112,6 ft 4 in,17 st 8.92 lb; 246.92 lb,PRO,2026,zebre
Iacopo BIANCHI,Back row,27,05/05/1998,1.8800000000000001,108,6 ft 2 in,17 st 0.10 lb; 238.10 lb,PRO,2026,zebre
Luca ANDREANI,Back row,24,19/04/2001,1.9,103,6 ft 3 in,16 st 3.08 lb; 227.08 lb,PRO,2025,zebre
Rusiate NASOVE,Back row,29,27/10/1995,1.95,102,6 ft 5 in,16 st 0.87 lb; 224.87 lb,PRO,2025,zebre
Samuele LOCATELLI,Back row,23,30/07/2001,1.87,105,6 ft 2 in,16 st 7.49 lb; 231.49 lb,PRO,,zebre
Alessandro FUSCO,Scrum-half,25,28/10/1999,1.85,91,6 ft 1 in,14 st 4.62 lb; 200.62 lb,PRO,,zebre
Gonzalo GARCIA,Scrum-half,26,05/03/1999,1.73,78,5 ft 8 in,12 st 3.96 lb; 171.96 lb,PRO,2026,zebre
Patricio BARONIO,Scrum-half,29,06/05/1996,1.78,82,5 ft 10 in,12 st 12.78 lb; 180.78 lb,,,zebre
Thomas DOMINGUEZ,Scrum-half,25,18/12/1999,1.75,79,5 ft 9 in,12 st 6.17 lb; 174.16 lb,PRO,2026,zebre
Geronimo PRISCIANTELLI,Fly-half,25,23/08/1999,1.83,87,6 ft,13 st; 191.80 lb,PRO,2026,zebre
Giacomo DA RE,Fly-half,26,29/03/1999,1.8,84,5 ft 11 in,13 st 3.19 lb; 185.19 lb,PRO,2026,zebre
Giovanni MONTEMAURI,Fly-half,24,24/10/2000,1.8900000000000001,92,6 ft 2 in,14 st 6.83 lb; 202.83 lb,PRO,,zebre
Damiano MAZZA,Centre,26,16/02/1999,1.83,99,6 ft,15 st; 218.26 lb,PRO,2026,zebre
Enrico LUCCHIN,Centre,30,04/04/1995,1.8800000000000001,103,6 ft 2 in,16 st 3.08 lb; 227.08 lb,PRO,2026,zebre
Fetuli PAEA,Centre,30,16/08/1994,1.9,102,6 ft 3 in,16 st 0.87 lb; 224.87 lb,PRO,2025,zebre
Filippo DRAGO,Centre,23,24/12/2001,1.86,96,6 ft 1 in,15 st 1.64 lb; 211.64 lb,PRO,2025,zebre
Luca MORISI,Centre,34,22/02/1991,1.83,102,6 ft,16 st; 224.87 lb,PRO,2026,zebre
Scott GREGORY,Centre,26,07/01/1999,1.85,101,6 ft 1 in,15 st 12.67 lb; 222.67 lb,PRO,2025,zebre
Simone GESI,Winger,24,23/05/2001,1.83,80,6 ft,12 st; 176.37 lb,PRO,2026,zebre
Jacopo TRULLA,Fullback,24,05/07/2000,1.83,88,6 ft,13 st; 194.01 lb,PRO,2026,zebre
Lorenzo PANI,Fullback,22,04/07/2002,1.93,96,6 ft 4 in,15 st 1.64 lb; 211.64 lb,PRO,2027,zebre
