name,wins,looses,draws,ko_rate,stance,age,height,reach,country
nonito donaire,40,6,0,54.2%,Orthodox,39,5.45 ft (1.66 m),68.11 inches (173 cm),Philippines
tj doheny,22,1,0,69.6%,Southpaw,35,5.51 ft (1.68 m),66.14 inches (168 cm),Australia
Adrian Juventino Dueñas Cota,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
bernard docusen,74,10,6,24.4%,Orthodox,95,Unknown,Unknown,United States
scott dixon,37,10,4,17.6%,Orthodox,45,6.00 ft (1.83 m),75.98 inches (193 cm),United Kingdom
isaac dogboe,19,2,0,61.9%,Orthodox,27,5.15 ft (1.57 m),66.14 inches (168 cm),Ghana
Melinda Dobo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
franco diorio,29,4,1,58.8%,Orthodox,60,Unknown,Unknown,United States
Tewfik Djeddi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,France
Matt Doherty,0,0,0,0%,Orthodox,37,Unknown,Unknown,United States
Jovana Djordjevic,1,2,0,0%,Orthodox,27,Unknown,Unknown,Serbia
pierre hubert dibombe,5,0,0,60%,Unknown,30,Unknown,Unknown,France
Ysmery Gabriela Diaz Perez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
andre dirrell,26,3,0,55.2%,Orthodox,38,6.07 ft (1.85 m),75.20 inches (191 cm),United States
leroy diggs,12,8,4,41.7%,Orthodox,69,6.30 ft (1.92 m),Unknown,United States
james dickens,22,3,0,26.9%,Southpaw,31,Unknown,Unknown,United Kingdom
Monserrat Diaz Atilano,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
mike dibenedetto,21,1,2,58.3%,Orthodox,50,Unknown,Unknown,United States
anthony dirrell,33,2,1,66.7%,Orthodox,37,6.04 ft (1.84 m),74.41 inches (189 cm),United States
Micaela Diaz,4,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Enrique Segundo Diaz,1,0,0,100%,Orthodox,21,Unknown,Unknown,Peru
Deneb Raul Diaz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Victor Daniel Diaz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
christopher diaz,26,2,0,55.2%,Orthodox,27,5.51 ft (1.68 m),64.17 inches (163 cm),Puerto Rico
poli diaz,44,3,0,59.6%,Orthodox,54,5.45 ft (1.66 m),Unknown,Spain
juan diaz,41,4,0,44.4%,Orthodox,38,5.51 ft (1.68 m),66.93 inches (170 cm),United States
Nicolas Diaz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Angel David Diaz,0,0,1,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
joseph diaz,31,1,0,45.5%,Southpaw,29,5.51 ft (1.68 m),64.17 inches (163 cm),United States
Kulbir Dhaka,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,India
tommy devlin,39,16,19,24%,Orthodox,134,5.58 ft (1.70 m),Unknown,United States
Ibrahima Diallo,0,0,0,0%,Orthodox,24,Unknown,Unknown,Belgium
Christopher Di Girolamo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Italy
Kevin Di Napoli,0,0,0,0%,Orthodox,26,Unknown,Unknown,Italy
Vinnie Denierio,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
jack dempsey,59,6,11,59.2%,Orthodox,127,6.07 ft (1.85 m),77.17 inches (196 cm),United States
Oshin Derieuw,14,0,0,35.7%,Orthodox,35,Unknown,Unknown,Belgium
Danna Kassandra Delgado Rodriguez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Pedro Alejandro Delgado Chable,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
reagan dessaix,2,1,0,66.7%,Unknown,Unknown,Unknown,Unknown,Australia
sergiy derevyanchenko,13,2,0,66.7%,Orthodox,36,5.58 ft (1.70 m),67.32 inches (171 cm),United States
Jairo Delgado,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
gilbert dele,34,3,1,60.5%,Southpaw,58,5.77 ft (1.76 m),Unknown,Guadeloupe
paddy demarco,75,26,3,7.7%,Orthodox,94,5.51 ft (1.68 m),70.08 inches (178 cm),United States
antonio demarco,33,8,1,57.1%,Southpaw,36,5.84 ft (1.78 m),70.87 inches (180 cm),Mexico
Henry Delgado,0,0,0,0%,Orthodox,34,Unknown,Unknown,Dominican Republic
Eduardo De Oliveira Guedes Diogo,0,0,0,0%,Orthodox,23,Unknown,Unknown,Brazil
Kenny Gilberto De Leon,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
justin deloach,17,4,0,36.4%,Unknown,28,6.07 ft (1.85 m),72.05 inches (183 cm),United States
Adam Deines,17,0,1,44.4%,Orthodox,31,Unknown,Unknown,Germany
diego de la hoya,22,1,0,41.7%,Orthodox,28,5.51 ft (1.68 m),68.11 inches (173 cm),Mexico
Jade De Haas,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Maria De Moraes Passos,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
esteban de jesus,58,5,0,52.4%,Orthodox,71,5.38 ft (1.64 m),66.93 inches (170 cm),Puerto Rico
Leiner Jesus De la Cruz,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
ronnie delaney,62,3,3,41.2%,Southpaw,92,5.68 ft (1.73 m),Unknown,United States
Alessandro De Castro Siqueira,0,0,0,0%,Orthodox,22,Unknown,Unknown,Brazil
bryan de gracia,24,2,1,74.1%,Unknown,28,Unknown,Unknown,Panama
davey day,61,9,4,39.2%,Orthodox,110,Unknown,Unknown,United States
freddie dawson,102,14,5,38.8%,Orthodox,98,5.51 ft (1.68 m),68.50 inches (174 cm),United States
bobby dawson,42,7,3,32.7%,Unknown,92,5.91 ft (1.80 m),Unknown,United States
Enrique De la Cruz,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
chad dawson,35,5,0,45.2%,Southpaw,40,6.07 ft (1.85 m),76.38 inches (194 cm),United States
john l. davis,36,16,3,25.5%,Orthodox,96,Unknown,Unknown,United States
Luiza Davydova,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Russian Federation
oscar de la hoya,39,6,0,66.7%,Orthodox,49,5.87 ft (1.79 m),72.83 inches (185 cm),United States
Alonzo Davis,0,0,0,0%,Orthodox,34,Unknown,Unknown,United States
gervonta davis,24,0,0,95.8%,Orthodox,27,Unknown,Unknown,United States
William Davila,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Yauheni Dauhaliavets,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Belarus
chuck davey,42,5,2,53.1%,Southpaw,96,5.74 ft (1.75 m),Unknown,United States
laurent dauthuille,45,13,4,38.7%,Orthodox,98,5.64 ft (1.72 m),Unknown,France
les darcy,46,4,0,58%,Orthodox,126,5.51 ft (1.68 m),70.87 inches (180 cm),Australia
michael dasmarinas,30,2,1,60.6%,Southpaw,30,5.41 ft (1.65 m),Unknown,Philippines
ohara davies,19,2,0,68.2%,Orthodox,30,5.58 ft (1.70 m),Unknown,United Kingdom
arthur danahar,66,8,0,39.2%,Unknown,104,5.68 ft (1.73 m),Unknown,United Kingdom
Gaston Damin,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
billy daniels,23,22,4,22.4%,Orthodox,84,6.33 ft (1.93 m),Unknown,United States
Marie Eve Decaire,10,0,0,0%,Orthodox,36,Unknown,Unknown,Canada
kevin daigle,15,10,2,40.7%,Orthodox,61,Unknown,Unknown,United States
Yair Daloi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
sakeasi dakua,25,14,4,36.4%,Orthodox,53,Unknown,Unknown,Fiji
Fiodor Czerkaszyn,0,0,0,0%,Orthodox,26,Unknown,Unknown,Poland
joe cusumano,9,1,0,63.6%,Orthodox,34,Unknown,Unknown,United States
louis curtis,15,6,1,31.8%,Orthodox,64,Unknown,Unknown,United States
bobby czyz,44,8,0,53.8%,Orthodox,60,5.84 ft (1.78 m),Unknown,United States
brian curvis,37,4,0,53.7%,Southpaw,85,Unknown,Unknown,United Kingdom
jack culcay,29,4,0,39.4%,Orthodox,36,5.58 ft (1.70 m),64.96 inches (165 cm),Germany
Ariel Dario Curti,0,0,0,0%,Orthodox,33,Unknown,Unknown,Argentina
donald curry,34,6,0,62.5%,Orthodox,60,5.81 ft (1.77 m),72.05 inches (183 cm),United States
Gary Cully,9,0,0,40%,Orthodox,26,6.25 ft (1.91 m),Unknown,Ireland
Micaela Denise Cuello,0,0,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
steve cunningham,28,9,0,35.1%,Orthodox,46,6.23 ft (1.90 m),81.89 inches (208 cm),United States
craig cunningham,16,2,0,16.7%,Southpaw,34,5.91 ft (1.80 m),Unknown,United Kingdom
alfredo cuevas,26,10,1,45.9%,Orthodox,52,5.74 ft (1.75 m),70.87 inches (180 cm),United States
pipino cuevas,35,15,0,62%,Orthodox,64,5.68 ft (1.73 m),70.08 inches (178 cm),Mexico
Maria Florencia Cuello,1,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
carlos cruzat,30,7,0,59.5%,Orthodox,53,6.07 ft (1.85 m),Unknown,Chile
Sol Cudos,3,0,1,25%,Orthodox,25,Unknown,Unknown,Argentina
susana cruz perez,17,6,0,34.8%,Orthodox,32,5.02 ft (1.53 m),Unknown,Mexico
dennis cruz,27,4,0,71%,Southpaw,61,Unknown,Unknown,United States
dave crowley,128,41,11,20%,Orthodox,112,Unknown,Unknown,United Kingdom
nigel crook,15,11,2,10.7%,Orthodox,57,5.58 ft (1.70 m),Unknown,United Kingdom
jesus marcelo andres cuellar,29,4,0,66.7%,Southpaw,35,5.41 ft (1.65 m),70.87 inches (180 cm),Argentina
Brandon Cruz,0,0,0,0%,Orthodox,23,Unknown,Unknown,United States
Ricardo Antonio Cruz,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
terence crawford,37,0,0,75.7%,Orthodox,34,5.68 ft (1.73 m),70.08 inches (178 cm),United States
denys cronin,10,10,1,42.9%,Orthodox,60,5.74 ft (1.75 m),Unknown,United Kingdom
Ciro Leandro Croci,0,0,0,0%,Orthodox,30,Unknown,Unknown,Argentina
Alan Crenz,2,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
anthony crolla,35,7,3,28.9%,Orthodox,35,5.71 ft (1.74 m),66.93 inches (170 cm),United Kingdom
jamie cox,25,2,0,51.9%,Southpaw,35,5.91 ft (1.80 m),Unknown,United Kingdom
johnny coyle,19,0,1,10%,Southpaw,29,Unknown,Unknown,United Kingdom
pat cowdell,36,6,0,42.9%,Orthodox,69,5.58 ft (1.70 m),Unknown,United Kingdom
Joshua Cox,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Jozette Cotton,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
miguel cotto,41,6,0,70.2%,Orthodox,41,5.58 ft (1.70 m),66.93 inches (170 cm),Puerto Rico
jorge luis cota lugo,24,4,0,78.6%,Orthodox,34,Unknown,Unknown,Mexico
Cristian Cortez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Mauro German Coria,0,0,0,0%,Orthodox,32,Unknown,Unknown,Argentina
Lucas Aparecido Costa Graciano,0,0,0,0%,Orthodox,27,Unknown,Unknown,Brazil
Pablo Ezequiel Corzo,10,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
maricela cornejo,3,1,0,25%,Unknown,Unknown,5.84 ft (1.78 m),Unknown,United States
jezreel corrales,22,2,0,32%,Orthodox,31,5.51 ft (1.68 m),66.93 inches (170 cm),Panama
Graciela Estefania Cortes,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
diego corrales,40,5,0,73.3%,Orthodox,44,5.87 ft (1.79 m),70.08 inches (178 cm),United States
george costner,72,11,4,49.4%,Orthodox,99,6.00 ft (1.83 m),Unknown,United States
Gonzalo Gaston Coria,17,3,0,30%,Orthodox,25,Unknown,Unknown,Argentina
maurice core,15,2,1,50%,Orthodox,57,6.43 ft (1.96 m),Unknown,United Kingdom
marvin cordova jr,21,2,1,45.8%,Orthodox,37,5.74 ft (1.75 m),70.08 inches (178 cm),United States
young corbett iii,121,12,22,20.6%,Southpaw,117,5.61 ft (1.71 m),Unknown,United States
Joel Cordova,6,0,2,12.5%,Orthodox,28,Unknown,Unknown,Mexico
ricardo cordoba,39,3,2,56.8%,Southpaw,38,5.68 ft (1.73 m),Unknown,Panama
Walter Cordoba,2,0,0,50%,Orthodox,Unknown,Unknown,Unknown,Argentina
jermal corbin,17,3,0,70%,Orthodox,48,5.91 ft (1.80 m),Unknown,United States
Joe Cordina,11,0,0,63.6%,Orthodox,30,5.74 ft (1.75 m),Unknown,Unknown
Charles Conwell,2,0,0,50%,Orthodox,24,Unknown,Unknown,United States
John Henry Cooney,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
billy conn,64,11,1,19.7%,Orthodox,104,6.14 ft (1.87 m),72.44 inches (184 cm),United States
angel concepcion,6,0,0,0%,Orthodox,35,6.17 ft (1.88 m),Unknown,United States
Antonio Conigliaro,0,0,0,0%,Orthodox,29,Unknown,Unknown,Italy
richard commey,28,3,0,80.6%,Orthodox,Unknown,Unknown,Unknown,Ghana
Michael Conlan,9,0,0,66.7%,Orthodox,30,Unknown,Unknown,Ireland
Ricardo Colorado,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
John Colome,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
Alexis Contrera,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
eddie colon,10,7,0,23.5%,Orthodox,55,5.51 ft (1.68 m),Unknown,United States
steve collins,36,3,0,53.8%,Orthodox,58,6.00 ft (1.83 m),70.87 inches (180 cm),Ireland
derrell coley,39,2,2,61.4%,Orthodox,52,5.91 ft (1.80 m),75.20 inches (191 cm),United States
brian coleman,24,141,7,2.9%,Orthodox,53,5.91 ft (1.80 m),Unknown,United Kingdom
cecil collins,9,3,3,33.3%,Unknown,Unknown,Unknown,Unknown,United States
luis collazo,39,8,0,42.6%,Southpaw,41,5.74 ft (1.75 m),72.05 inches (183 cm),United States
Stephanie Cohen,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
curtis cokes,62,14,4,37.5%,Orthodox,85,5.68 ft (1.73 m),72.83 inches (185 cm),United States
donald biff cline,13,4,1,72.2%,Unknown,Unknown,6.07 ft (1.85 m),Unknown,United States
Jose David Cogollo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
juan martin coggi,75,5,2,53.7%,Southpaw,60,Unknown,Unknown,Argentina
Custio Clayton,17,0,0,64.7%,Orthodox,34,Unknown,Unknown,Canada
blair cobbs,4,0,0,75%,Southpaw,32,5.81 ft (1.77 m),Unknown,United States
gerrie coetzee,33,6,1,52.5%,Orthodox,67,6.20 ft (1.89 m),81.10 inches (206 cm),South Africa
jerome coffee,36,13,1,40%,Orthodox,64,5.54 ft (1.69 m),66.14 inches (168 cm),United States
justin clements,33,16,2,21.6%,Orthodox,50,6.10 ft (1.86 m),72.83 inches (185 cm),Australia
marcelo esteban coceres,29,2,1,46.9%,Orthodox,31,Unknown,Unknown,Argentina
Helena Claveau,0,0,2,0%,Orthodox,Unknown,Unknown,Unknown,France
howard clarke,27,79,2,8.3%,Orthodox,54,5.84 ft (1.78 m),Unknown,United Kingdom
allen clarke,22,9,1,31.3%,Southpaw,Unknown,Unknown,Unknown,Canada
jack cicero,5,0,1,66.7%,Unknown,Unknown,Unknown,Unknown,United States
jamontay clark,12,1,1,46.7%,Orthodox,27,6.17 ft (1.88 m),Unknown,United States
Souleymane Cissokho,10,0,0,60%,Orthodox,31,Unknown,Unknown,Senegal
michal cieslak,18,1,0,57.1%,Unknown,Unknown,Unknown,Unknown,Poland
nino cirilo,24,24,3,23.5%,Orthodox,53,Unknown,Unknown,Mexico
fedor chudinov,21,3,0,58.3%,Orthodox,34,5.81 ft (1.77 m),72.05 inches (183 cm),Russian Federation
karen chukhadzhyan,12,1,0,23.1%,Orthodox,Unknown,5.77 ft (1.76 m),Unknown,Ukraine
Nicolas Chiummento,0,0,0,0%,Orthodox,37,Unknown,Unknown,France
isaac chilemba,26,7,2,28.6%,Orthodox,35,6.07 ft (1.85 m),72.83 inches (185 cm),Malawi
anton christoforidis,54,15,8,16.9%,Orthodox,105,5.68 ft (1.73 m),72.05 inches (183 cm),Greece
kid chocolate,136,10,6,33.6%,Orthodox,112,5.51 ft (1.68 m),64.96 inches (165 cm),Cuba
Nicole Anne Chisholm,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
dereck chisora,32,10,0,54.8%,Orthodox,38,6.14 ft (1.87 m),74.02 inches (188 cm),United Kingdom
Jongin Choi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Korea, Republic of"
leroy childs,13,2,0,80%,Orthodox,44,6.00 ft (1.83 m),Unknown,United States
Elvis Chica,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Daniel Chazarreta,0,0,0,0%,Orthodox,26,Unknown,Unknown,Argentina
ted cheesman,16,2,1,47.4%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
Jonathan German Chicaiza,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
jessica chavez,30,4,3,10.8%,Orthodox,34,5.15 ft (1.57 m),Unknown,Mexico
julio cesar chavez jr,51,4,1,58.9%,Orthodox,36,6.07 ft (1.85 m),72.83 inches (185 cm),Mexico
Ricardo Javier Chavez,1,1,0,0%,Orthodox,26,Unknown,Unknown,Argentina
Regina Chavez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Facundo Chavez,6,0,0,66.7%,Orthodox,25,Unknown,Unknown,Argentina
jesus chavez,44,8,0,57.7%,Orthodox,49,5.41 ft (1.65 m),64.96 inches (165 cm),Mexico
Jared Chauvin,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Alan Abel Chaves,8,0,0,75%,Orthodox,Unknown,Unknown,Unknown,Argentina
jack chase,82,25,12,29.8%,Orthodox,108,5.84 ft (1.78 m),Unknown,United States
dylan charrat,18,0,1,21.1%,Unknown,28,Unknown,Unknown,France
julio cesar chavez,107,6,2,74.8%,Orthodox,60,5.61 ft (1.71 m),66.54 inches (169 cm),Mexico
Wasim Chellan,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
dave charnley,48,12,1,44.3%,Southpaw,86,5.51 ft (1.68 m),66.93 inches (170 cm),United Kingdom
jermall charlo,30,0,0,73.3%,Orthodox,32,6.00 ft (1.83 m),73.62 inches (187 cm),United States
vladimir chanturia,13,1,0,60%,Orthodox,44,6.17 ft (1.88 m),Unknown,Georgia
Alexander Maxmiliano Chaparro,3,0,0,33.3%,Orthodox,Unknown,Unknown,Unknown,Argentina
Raven Chapman,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
ezzard charles,93,25,1,43.7%,Orthodox,101,6.00 ft (1.83 m),72.83 inches (185 cm),United States
Rigen Champion,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
isaac chamberlain,1,1,0,33.3%,Orthodox,28,6.17 ft (1.88 m),Unknown,United Kingdom
Agustin Daniel Chaker,0,0,0,0%,Orthodox,32,Unknown,Unknown,Argentina
eddie chambers,40,5,0,48.9%,Orthodox,40,6.07 ft (1.85 m),75.20 inches (191 cm),United States
Eduardo Gabriel Cepeda,0,1,0,0%,Orthodox,25,Unknown,Unknown,Argentina
jermell charlo,35,1,1,50%,Orthodox,32,5.91 ft (1.80 m),72.83 inches (185 cm),United States
ruslan chagaev,34,3,1,55.3%,Southpaw,43,5.91 ft (1.80 m),74.02 inches (188 cm),Uzbekistan
Alberto Ezequiel Cercos,0,0,0,0%,Orthodox,32,Unknown,Unknown,Argentina
antonio cervantes,91,12,3,42.5%,Orthodox,76,5.74 ft (1.75 m),72.05 inches (183 cm),Colombia
javier nicolas chacon,29,5,1,25.7%,Orthodox,41,Unknown,Unknown,Argentina
marcel cerdan,111,4,0,56.5%,Orthodox,106,5.68 ft (1.73 m),Unknown,France
Facundo Damian Centurion Juarez,2,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
hugo centeno jr,27,3,1,43.8%,Orthodox,31,6.14 ft (1.87 m),75.59 inches (192 cm),United States
Francisco Cen,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
tyson cave,29,3,0,37.5%,Southpaw,40,Unknown,Unknown,Canada
julio ceja,32,4,1,75.7%,Orthodox,29,5.45 ft (1.66 m),63.39 inches (161 cm),Mexico
Carlos Ivan Cebada,0,0,0,0%,Orthodox,30,Unknown,Unknown,Mexico
Julia Gabriela Celes,4,0,2,0%,Orthodox,30,Unknown,Unknown,Argentina
Matias Ceballos,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
jose cayetano,21,7,0,35.7%,Orthodox,35,5.41 ft (1.65 m),66.14 inches (168 cm),Mexico
Sanja Cebic,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
jack catterall,25,0,0,52%,Southpaw,29,5.58 ft (1.70 m),Unknown,United Kingdom
Stefani Catari,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Wilson Castro,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Celex Antonio Castro,2,0,0,100%,Orthodox,22,5.68 ft (1.73 m),69.29 inches (176 cm),Mexico
carlos castro,25,0,0,42.3%,Unknown,28,Unknown,Unknown,United States
Fernando Castro,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ecuador
Nazario Castro,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
haris causevic,11,3,0,50%,Orthodox,38,5.87 ft (1.79 m),Unknown,Austria
Ramiro Maximiliano Castro,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Cesar Leon Esteban Castillo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Miguelis del Valle Castillo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Israel Castillo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Diego Armando Castillo,0,1,0,0%,Orthodox,23,Unknown,Unknown,Peru
brian carlos castano,16,1,2,57.1%,Orthodox,32,Unknown,Unknown,Argentina
jose luis castillo,66,13,1,71.3%,Orthodox,48,5.61 ft (1.71 m),68.90 inches (175 cm),Mexico
merlin castellano,5,0,1,33.3%,Orthodox,61,Unknown,Unknown,United States
rocky castellani,66,14,4,19%,Orthodox,95,5.84 ft (1.78 m),Unknown,United States
Radelfi Castillo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
Alexander Castellano,0,0,0,0%,Orthodox,29,Unknown,Unknown,United States
Lazaro Miguel Casseres,3,1,0,25%,Orthodox,Unknown,Unknown,Unknown,Colombia
Camilo Castagno,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
paul cassidy,11,24,1,2.8%,Southpaw,82,Unknown,Unknown,United Kingdom
jono carroll,18,1,1,19%,Orthodox,30,5.58 ft (1.70 m),Unknown,Ireland
rodolfo casanova,81,22,3,48.1%,Orthodox,107,5.28 ft (1.61 m),66.14 inches (168 cm),Mexico
joel casamayor,38,6,1,48.9%,Southpaw,51,5.58 ft (1.70 m),68.90 inches (175 cm),Cuba
jimmy carter,81,31,9,26.4%,Orthodox,98,5.51 ft (1.68 m),68.11 inches (173 cm),United States
john riel casimero,30,4,0,60%,Orthodox,32,5.35 ft (1.63 m),Unknown,Philippines
Leonardo Carrillo,1,0,1,0%,Orthodox,29,Unknown,Unknown,Colombia
dominick carter,30,10,0,41.5%,Orthodox,56,6.00 ft (1.83 m),72.83 inches (185 cm),United States
ronnie carroll,12,7,2,9.5%,Orthodox,58,5.41 ft (1.65 m),Unknown,United Kingdom
jack carroll,85,11,4,38.2%,Orthodox,115,5.87 ft (1.79 m),72.05 inches (183 cm),Australia
pedro carrasco,106,3,2,59.5%,Orthodox,79,5.74 ft (1.75 m),Unknown,Spain
Nieves Anabel Carreon Valtierra,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Enyerbe Alexander Carrasquel,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
gary carriero,9,12,2,0%,Orthodox,54,Unknown,Unknown,United States
adrian carreon,16,0,3,47.4%,Orthodox,50,6.07 ft (1.85 m),72.05 inches (183 cm),United States
Agustin Cardozo,0,0,0,0%,Orthodox,23,Unknown,Unknown,Argentina
Karla Marina Carmona Marin,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Keshon Carr,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Fiorella Nahir Cardozo,0,0,0,0%,Orthodox,21,Unknown,Unknown,Argentina
Richie Cantolina,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Ernesto Cardona Sanchez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Eliseo Antonio Carbajal,0,0,0,0%,Orthodox,25,Unknown,Unknown,Nicaragua
Alexander Gianpierre Cardenas Carrera,5,1,0,83.3%,Orthodox,30,Unknown,Unknown,Argentina
Ahuad Jorge Leandro Capozuco,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
vincenzo cantatore,33,5,1,69.2%,Orthodox,51,6.17 ft (1.88 m),Unknown,Italy
ricardo caraballo,1,1,0,0%,Unknown,28,Unknown,Unknown,United States
blake caparello,30,3,1,36.1%,Southpaw,35,6.14 ft (1.87 m),74.02 inches (188 cm),Australia
tony canzoneri,141,24,10,25.1%,Orthodox,113,5.35 ft (1.63 m),64.96 inches (165 cm),United States
wilmant canonico,6,1,1,44.4%,Orthodox,35,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Enzo Cancino,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Mayor Antonio Cano,0,0,0,0%,Orthodox,29,Unknown,Unknown,Nicaragua
andrew cancio,21,5,2,55.2%,Orthodox,33,5.51 ft (1.68 m),68.11 inches (173 cm),United States
Ricardo Canales,0,0,0,0%,Orthodox,35,Unknown,Unknown,Mexico
luke campbell,20,3,0,66.7%,Southpaw,34,5.74 ft (1.75 m),70.87 inches (180 cm),United Kingdom
danny campbell,11,1,0,75%,Orthodox,Unknown,Unknown,Unknown,United States
lee canalito,21,0,0,90.5%,Orthodox,68,6.43 ft (1.96 m),Unknown,United States
pablo cesar cano,33,7,1,53.5%,Orthodox,32,5.74 ft (1.75 m),70.08 inches (178 cm),Mexico
luis ramon campas,103,17,3,64.2%,Orthodox,51,5.91 ft (1.80 m),70.08 inches (178 cm),Mexico
miguel angel campanino,93,5,4,33.3%,Orthodox,77,Unknown,Unknown,Argentina
joe calzaghe,46,0,0,69.6%,Southpaw,50,5.91 ft (1.80 m),72.83 inches (185 cm),United Kingdom
Matias Camano,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Oscar Camacho,0,0,0,0%,Orthodox,31,Unknown,Unknown,Mexico
rick camlin,36,5,1,27.9%,Orthodox,55,Unknown,Unknown,United States
Lizbeth Jacqueline Camacho,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
rory calhoun,45,15,2,33.9%,Orthodox,87,5.74 ft (1.75 m),Unknown,United States
ivan camacho,16,2,0,44.4%,Orthodox,53,Unknown,Unknown,Cuba
