sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
258508,https://sofifa.com/player/258508/emeka-nnamani/220002,E. Nnamani,Chukwuemeka Paul Nnamani,RW,55,70,300000.0,1000.0,19,2001-11-04,178,68,1788.0,FC Nordsjælland,Danish Superliga,1,SUB,21,,2020-08-01,2022,13,Denmark,,,,Right,3,3,1,Medium/Low,Lean (170-185),No,563000,,Speed Dribbler (AI),76,50,47,58,20,42,48,49,30,49,49,57,45,40,42,56,77,76,73,45,75,54,52,32,45,46,42,18,52,48,48,52,20,18,18,11,5,7,13,6,,51+2,51+2,51+2,55,54,54,54,55,53+2,53+2,53+2,53+2,45+2,45+2,45+2,53+2,39+2,35+2,35+2,35+2,39+2,36+2,30+2,30+2,30+2,36+2,13+2,https://cdn.sofifa.net/players/258/508/22_120.png,https://cdn.sofifa.net/teams/1788/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/dk.png
258530,https://sofifa.com/player/258530/blaine-rowe/220002,B. Rowe,Blaine Rowe,"RWB, RB, CB",55,70,275000.0,2000.0,19,2002-03-22,180,65,1800.0,Coventry City,English League Championship,2,RES,46,,2020-09-01,2022,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,694000,,,78,30,41,56,47,48,58,29,39,39,31,57,46,30,41,45,77,79,80,54,78,31,80,54,40,24,53,46,48,31,40,37,42,53,52,11,12,10,7,5,,44+2,44+2,44+2,51,46,46,46,51,46+2,46+2,46+2,51+2,43+2,43+2,43+2,51+2,53+2,46+2,46+2,46+2,53+2,53+2,48+2,48+2,48+2,53+2,14+2,https://cdn.sofifa.net/players/258/530/22_120.png,https://cdn.sofifa.net/teams/1800/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
258562,https://sofifa.com/player/258562/david-croitoru/220002,D. Croitoru,David-Marian Croitoru,"CAM, CM, ST",55,73,325000.0,500.0,17,2003-08-09,177,61,110752.0,FC Botoşani,Romanian Liga I,1,SUB,21,,2020-01-15,2023,39,Romania,,,,Left,2,2,1,Medium/Low,Lean (170-185),No,642000,,,76,46,49,55,34,40,43,47,28,56,53,52,29,20,51,58,77,75,73,46,43,44,33,59,28,47,48,49,55,54,21,47,14,49,25,6,15,10,12,9,,49+2,49+2,49+2,55,54,54,54,55,55+2,55+2,55+2,55+2,53+2,53+2,53+2,55+2,48+2,46+2,46+2,46+2,48+2,46+2,38+2,38+2,38+2,46+2,14+2,https://cdn.sofifa.net/players/258/562/22_120.png,https://cdn.sofifa.net/teams/110752/60.png,https://cdn.sofifa.net/flags/ro.png,,https://cdn.sofifa.net/flags/ro.png
258569,https://sofifa.com/player/258569/max-mcmillan/220002,M. McMillan,Max McMillan,ST,55,74,325000.0,750.0,18,2002-10-03,182,70,112260.0,Fleetwood Town,English League One,3,SUB,39,,2021-04-23,2023,14,England,,,,Right,3,2,1,High/Medium,Lean (170-185),No,772000,,,79,55,51,58,21,46,43,58,42,55,51,57,55,64,41,56,80,79,62,54,70,52,53,54,46,53,33,16,50,54,59,55,15,22,21,10,13,5,11,12,,55+2,55+2,55+2,57,57,57,57,57,56+2,56+2,56+2,56+2,49+2,49+2,49+2,56+2,42+2,37+2,37+2,37+2,42+2,40+2,32+2,32+2,32+2,40+2,16+2,https://cdn.sofifa.net/players/258/569/22_120.png,https://cdn.sofifa.net/teams/112260/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
258671,https://sofifa.com/player/258671/liam-ravenhill/220002,L. Ravenhill,Liam Ravenhill,CDM,55,70,275000.0,500.0,18,2002-11-28,174,71,142.0,Doncaster Rovers,English League One,3,RES,31,,2020-09-08,2023,35,Northern Ireland,,,,Right,4,2,1,Medium/Medium,Lean (170-185),No,653000,,,64,38,49,55,51,56,32,33,44,57,34,52,38,36,55,55,67,61,65,52,76,48,77,58,53,35,57,49,48,54,44,45,52,53,50,6,7,9,8,15,,48+2,48+2,48+2,50,51,51,51,50,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,52+2,54+2,54+2,54+2,52+2,52+2,53+2,53+2,53+2,52+2,14+2,https://cdn.sofifa.net/players/258/671/22_120.png,https://cdn.sofifa.net/teams/142/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-nir.png
258711,https://sofifa.com/player/258711/fahad-al-shammari/220002,F. Al Shammari,Fahad Hadl Al-Shammeri,"RW, ST",55,55,100000.0,3000.0,32,1988-10-17,178,76,112990.0,Al Batin,Saudi Abdul L. Jameel League,1,SUB,16,,2019-07-26,2025,183,Saudi Arabia,,,,Right,2,2,1,High/Medium,Stocky (170-185),No,165000,,,67,55,51,55,26,68,55,54,60,50,62,54,53,56,52,55,68,67,62,45,61,63,79,53,74,47,71,17,55,48,55,49,27,20,27,13,7,9,7,9,,57-2,57-2,57-2,55,54,54,54,55,53+2,53+2,53+2,54+1,48+2,48+2,48+2,54+1,42+2,41+2,41+2,41+2,42+2,41+2,41+2,41+2,41+2,41+2,13+2,https://cdn.sofifa.net/players/258/711/22_120.png,https://cdn.sofifa.net/teams/112990/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
258724,https://sofifa.com/player/258724/ethan-brierley/220002,E. Brierley,Ethan Craig Brierley,CM,55,74,325000.0,500.0,17,2003-11-23,173,71,1955.0,Rochdale,English League Two,4,SUB,24,,2019-07-31,2023,14,England,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,772000,,,71,49,53,57,49,53,46,48,44,57,40,53,46,44,56,55,72,70,74,53,83,52,64,61,49,52,52,50,50,56,43,51,48,50,51,6,13,7,11,7,,52+2,52+2,52+2,55,54,54,54,55,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,54+2,53+2,53+2,53+2,54+2,54+2,51+2,51+2,51+2,54+2,14+2,https://cdn.sofifa.net/players/258/724/22_120.png,https://cdn.sofifa.net/teams/1955/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
258749,https://sofifa.com/player/258749/samson-tovide/220002,S. Tovide,Samson Tovide,"ST, RM",55,75,350000.0,550.0,17,2004-01-04,188,78,1935.0,Colchester United,English League Two,4,SUB,34,,2020-09-12,2022,14,England,,,,Left,2,2,1,High/Medium,Normal (185+),No,963000,,,79,54,42,59,19,58,41,55,46,47,42,57,42,45,33,53,80,79,81,47,85,57,55,57,70,54,28,19,51,42,54,49,16,13,15,9,12,10,10,6,,55+2,55+2,55+2,55,54,54,54,55,53+2,53+2,53+2,53+2,44+2,44+2,44+2,53+2,40+2,34+2,34+2,34+2,40+2,37+2,32+2,32+2,32+2,37+2,13+2,https://cdn.sofifa.net/players/258/749/22_120.png,https://cdn.sofifa.net/teams/1935/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
258780,https://sofifa.com/player/258780/paul-lohr/220002,P. Löhr,Paul Frederic Löhr,GK,55,65,240000.0,1000.0,20,2001-01-14,186,74,1832.0,Karlsruher SC,German 2. Bundesliga,2,RES,28,,2020-09-10,2022,21,Germany,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,420000,,Injury Prone,,,,,,,12,9,10,18,9,11,12,12,21,16,30,31,25,56,28,41,57,21,54,8,28,6,7,45,18,33,9,11,13,55,54,55,52,54,30,21+2,21+2,21+2,20,22,22,22,20,22+2,22+2,22+2,21+2,22+2,22+2,22+2,21+2,18+2,20+2,20+2,20+2,18+2,18+2,20+2,20+2,20+2,18+2,54+2,https://cdn.sofifa.net/players/258/780/22_120.png,https://cdn.sofifa.net/teams/1832/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
258828,https://sofifa.com/player/258828/john-freeman/220002,J. Freeman,John David Freeman,CM,55,70,300000.0,1000.0,19,2001-11-04,184,75,1798.0,Milton Keynes Dons,English League One,3,SUB,22,,2020-07-01,2023,14,England,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,713000,,Injury Prone,69,44,52,58,50,61,41,41,46,58,41,56,42,45,56,58,68,69,71,54,64,50,62,64,60,43,58,50,55,55,42,57,49,53,50,9,12,15,15,13,,52+2,52+2,52+2,55,55,55,55,55,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,54+2,55+2,55+2,55+2,54+2,54+2,53+2,53+2,53+2,54+2,17+2,https://cdn.sofifa.net/players/258/828/22_120.png,https://cdn.sofifa.net/teams/1798/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
258928,https://sofifa.com/player/258928/viljami-sinisalo/220002,V. Sinisalo,Viljami Sinisalo,GK,55,70,250000.0,2000.0,19,2001-10-11,196,76,2.0,Aston Villa,English Premier League,1,RES,38,,2018-10-11,2023,17,Finland,,,,Right,2,1,1,Medium/Medium,Lean (185+),No,631000,,,,,,,,,14,8,12,17,9,11,14,13,17,18,26,20,38,45,24,43,37,26,57,7,20,10,4,29,14,30,5,13,11,57,54,57,51,60,24,20+2,20+2,20+2,18,19,19,19,18,19+2,19+2,19+2,18+2,19+2,19+2,19+2,18+2,18+2,19+2,19+2,19+2,18+2,17+2,19+2,19+2,19+2,17+2,54+2,https://cdn.sofifa.net/players/258/928/22_120.png,https://cdn.sofifa.net/teams/2/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fi.png
258929,https://sofifa.com/player/258929/lars-dendoncker/220002,L. Dendoncker,Lars Dendoncker,CB,55,72,325000.0,800.0,20,2001-04-03,188,76,100804.0,St. Johnstone FC,Scottish Premiership,1,SUB,5,,2020-08-07,2022,7,Belgium,,,,Right,3,2,1,Low/Medium,Normal (185+),No,772000,,,57,33,40,46,54,63,31,27,52,48,32,42,37,34,45,47,51,61,52,53,53,49,63,61,68,27,53,55,26,32,46,42,52,55,54,6,13,14,14,7,,43+2,43+2,43+2,41,41,41,41,41,41+2,41+2,41+2,43+2,44+2,44+2,44+2,43+2,51+2,52+2,52+2,52+2,51+2,52+2,55+2,55+2,55+2,52+2,15+2,https://cdn.sofifa.net/players/258/929/22_120.png,https://cdn.sofifa.net/teams/100804/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/be.png
259149,https://sofifa.com/player/259149/erdem-canpolat/220002,E. Canpolat,Erdem Canpolat,GK,55,70,275000.0,1000.0,20,2001-04-13,194,85,111339.0,Kasimpaşa SK,Turkish Süper Lig,1,SUB,22,,2020-09-21,2023,21,Germany,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,722000,,,,,,,,,11,6,11,26,5,5,12,12,15,19,27,17,33,48,25,38,32,28,61,5,22,7,7,33,14,21,8,12,12,59,51,51,58,50,23,20+2,20+2,20+2,17,19,19,19,17,20+2,20+2,20+2,19+2,21+2,21+2,21+2,19+2,18+2,21+2,21+2,21+2,18+2,18+2,20+2,20+2,20+2,18+2,54+2,https://cdn.sofifa.net/players/259/149/22_120.png,https://cdn.sofifa.net/teams/111339/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/de.png
259174,https://sofifa.com/player/259174/abdulelah-al-burayh/220002,A. Al Burayh,Abdulelah Abdullah Al-Burayh,"CM, RM",55,61,200000.0,3000.0,23,1997-07-14,178,65,113217.0,Damac FC,Saudi Abdul L. Jameel League,1,SUB,21,,2020-10-02,2023,183,Saudi Arabia,,,,Right,2,3,1,Medium/Low,Normal (170-185),No,370000,,Playmaker (AI),68,43,58,61,43,52,56,48,43,60,34,60,54,58,56,58,69,67,72,55,66,42,43,60,51,36,47,44,54,57,35,57,41,44,39,10,14,13,10,13,,52+2,52+2,52+2,58,56,56,56,58,57+2,57+2,57+2,58+2,55+2,55+2,55+2,58+2,53+2,51+2,51+2,51+2,53+2,51+2,46+2,46+2,46+2,51+2,17+2,https://cdn.sofifa.net/players/259/174/22_120.png,https://cdn.sofifa.net/teams/113217/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
259319,https://sofifa.com/player/259319/facundo-parada/220002,F. Parada,Facundo Parada Rocha,CB,55,66,275000.0,500.0,21,2000-01-28,190,83,115535.0,Club Atlético Rentistas,Uruguayan Primera División,1,SUB,2,,2021-04-22,2021,60,Uruguay,,,,Right,2,2,1,Medium/Medium,Normal (185+),No,646000,,,49,24,35,38,55,62,28,23,61,46,20,32,20,22,35,43,45,52,38,49,47,30,66,52,72,20,48,51,26,29,32,37,55,59,49,12,9,12,9,8,,38+2,38+2,38+2,36,36,36,36,36,36+2,36+2,36+2,38+2,40+2,40+2,40+2,38+2,47+2,49+2,49+2,49+2,47+2,49+2,55+2,55+2,55+2,49+2,14+2,https://cdn.sofifa.net/players/259/319/22_120.png,https://cdn.sofifa.net/teams/115535/60.png,https://cdn.sofifa.net/flags/uy.png,,https://cdn.sofifa.net/flags/uy.png
259348,https://sofifa.com/player/259348/mutair-al-zahrani/220002,M. Al Zahrani,Mutair Al Zahrani,"CAM, RM",55,57,160000.0,2000.0,26,1994-10-22,173,65,113058.0,Abha Club,Saudi Abdul L. Jameel League,1,RES,15,,2021-06-26,2023,183,Saudi Arabia,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,276000,,,69,42,56,60,31,50,56,42,39,57,31,61,56,47,55,55,71,68,74,48,73,45,62,59,47,37,42,31,50,55,45,49,34,27,25,12,12,6,5,12,,49+2,49+2,49+2,56,53,53,53,56,55+2,55+2,55+2,57,52+2,52+2,52+2,57,47+2,44+2,44+2,44+2,47+2,44+2,38+2,38+2,38+2,44+2,14+2,https://cdn.sofifa.net/players/259/348/22_120.png,https://cdn.sofifa.net/teams/113058/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
259379,https://sofifa.com/player/259379/abdulaziz-al-alawi/220002,A. Al Alawi,Abdulaziz Abdullah Al-Alawi,LB,55,62,240000.0,4000.0,24,1997-02-27,169,68,112990.0,Al Batin,Saudi Abdul L. Jameel League,1,LB,50,Al Nassr,,2022,183,Saudi Arabia,,,,Left,2,2,1,Medium/Medium,Lean (170-),No,,,,71,25,48,50,48,55,55,22,41,46,23,48,54,47,51,44,73,70,73,45,66,28,61,65,53,25,46,49,43,43,31,39,46,50,53,7,7,14,9,13,,40+2,40+2,40+2,47,43,43,43,47,45+2,45+2,45+2,50+2,46+2,46+2,46+2,50+2,53+2,49+2,49+2,49+2,53+2,53+2,49+2,49+2,49+2,53+2,13+2,https://cdn.sofifa.net/players/259/379/22_120.png,https://cdn.sofifa.net/teams/112990/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
259396,https://sofifa.com/player/259396/kieran-ngwenya/220002,K. Ngwenya,Kieran Ngwenya,"LWB, LB",55,74,300000.0,500.0,18,2002-09-25,183,71,77.0,Aberdeen,Scottish Premiership,1,RES,31,,2020-09-02,2024,125,Malawi,,,,Left,2,2,1,Medium/Medium,Lean (170-185),No,713000,,,70,34,43,52,53,58,51,31,47,45,30,52,37,32,35,49,68,71,61,52,63,38,57,53,62,33,53,52,45,40,35,44,53,54,53,10,8,10,11,6,,46+2,46+2,46+2,49,47,47,47,49,47+2,47+2,47+2,50+2,45+2,45+2,45+2,50+2,53+2,49+2,49+2,49+2,53+2,54+2,53+2,53+2,53+2,54+2,14+2,https://cdn.sofifa.net/players/259/396/22_120.png,https://cdn.sofifa.net/teams/77/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/mw.png
259455,https://sofifa.com/player/259455/abdulaziz-damdam/220002,A. Damdam,Abdulaziz Ahmed Damdam,CAM,55,58,170000.0,2000.0,26,1995-06-18,170,64,112990.0,Al Batin,Saudi Abdul L. Jameel League,1,SUB,6,,2020-09-24,2022,183,Saudi Arabia,,,,Right,4,2,1,Medium/Medium,Normal (170-),No,293000,,Long Passer (AI),64,41,57,56,41,55,50,37,44,61,41,54,52,44,63,52,66,63,72,52,75,49,65,68,48,39,55,35,49,58,41,54,41,43,43,5,11,7,11,8,,49+2,49+2,49+2,53,52,52,52,53,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,51+2,51+2,51+2,51+2,51+2,50+2,46+2,46+2,46+2,50+2,13+2,https://cdn.sofifa.net/players/259/455/22_120.png,https://cdn.sofifa.net/teams/112990/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
259542,https://sofifa.com/player/259542/matias-lazo/220002,M. Lazo,Matías Fernando Lazo Zapata,CB,55,77,375000.0,500.0,17,2003-07-11,178,67,111334.0,FBC Melgar,Peruvian Primera División,1,SUB,33,,2020-07-01,2022,59,Peru,,,,Right,2,2,1,Medium/Medium,Lean (170-185),No,1200000,,,63,28,36,39,56,54,25,20,63,45,21,24,31,21,45,52,62,64,48,55,72,41,68,64,50,33,50,58,25,27,37,36,55,55,54,8,9,8,11,6,,40+2,40+2,40+2,38,39,39,39,38,39+2,39+2,39+2,40+2,43+2,43+2,43+2,40+2,51+2,52+2,52+2,52+2,51+2,54+2,55+2,55+2,55+2,54+2,14+2,https://cdn.sofifa.net/players/259/542/22_120.png,https://cdn.sofifa.net/teams/111334/60.png,https://cdn.sofifa.net/flags/pe.png,,https://cdn.sofifa.net/flags/pe.png
259644,https://sofifa.com/player/259644/andreas-pyndt/220002,A. Pyndt,Andreas Pyndt Andersen,"CM, CDM, CAM",55,66,275000.0,2000.0,20,2001-03-04,175,68,269.0,Brøndby IF,Danish Superliga,1,RES,34,,2020-12-13,2023,13,Denmark,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,399000,,,77,42,49,59,51,57,31,42,49,58,36,57,32,33,57,59,81,73,70,51,62,46,57,66,53,38,58,51,50,53,42,54,42,60,55,13,7,6,6,10,,52+2,52+2,52+2,55,55,55,55,55,56+2,56+2,56+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,55+2,55+2,55+2,53+2,53+2,53+2,55+2,13+2,https://cdn.sofifa.net/players/259/644/22_120.png,https://cdn.sofifa.net/teams/269/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/dk.png
259808,https://sofifa.com/player/259808/joiner-moreno/220002,J. Moreno,Joiner Moreno Montero,CB,55,65,250000.0,500.0,20,2000-08-02,182,70,112523.0,La Equidad,Colombian Liga Postobón,1,SUB,29,,2020-09-01,2025,56,Colombia,,,,Right,2,2,1,Medium/Medium,Normal (170-185),No,388000,,,57,25,37,40,55,59,25,23,55,53,23,29,21,26,31,50,60,54,49,49,52,31,60,58,62,20,51,55,26,31,31,36,51,59,54,14,7,8,15,12,,39+2,39+2,39+2,38,38,38,38,38,39+2,39+2,39+2,40+2,42+2,42+2,42+2,40+2,50+2,51+2,51+2,51+2,50+2,52+2,55+2,55+2,55+2,52+2,16+2,https://cdn.sofifa.net/players/259/808/22_120.png,https://cdn.sofifa.net/teams/112523/60.png,https://cdn.sofifa.net/flags/co.png,,https://cdn.sofifa.net/flags/co.png
259920,https://sofifa.com/player/259920/axel-lindahl/220002,A. Lindahl,Axel Lindahl,LW,55,56,150000.0,1000.0,26,1995-04-04,180,70,113892.0,Degerfors IF,Swedish Allsvenskan,1,SUB,18,FK Bodø/Glimt,,2021,46,Sweden,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,,,,70,43,51,58,45,51,55,40,48,58,38,56,37,31,52,62,69,71,64,50,65,56,62,43,55,38,50,44,48,44,39,48,38,52,44,8,12,10,15,6,,52+2,52+2,52+2,55,53,53,53,55,53+2,53+2,53+2,55+1,52+2,52+2,52+2,55+1,52+2,50+2,50+2,50+2,52+2,51+2,49+2,49+2,49+2,51+2,15+2,https://cdn.sofifa.net/players/259/920/22_120.png,https://cdn.sofifa.net/teams/113892/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/se.png
260130,https://sofifa.com/player/260130/flynn-duffy/220002,F. Duffy,Flynn Duffy,LB,55,72,300000.0,500.0,17,2003-08-13,174,73,181.0,Dundee United,Scottish Premiership,1,RES,40,,2019-05-10,2022,42,Scotland,,,,Left,2,2,1,High/High,Normal (170-185),No,713000,,,71,31,43,53,51,56,48,23,43,45,38,50,48,31,42,51,73,69,70,48,76,42,58,60,53,31,56,51,40,39,36,44,50,53,53,9,10,7,10,9,,43+2,43+2,43+2,48,45,45,45,48,46+2,46+2,46+2,49+2,46+2,46+2,46+2,49+2,53+2,50+2,50+2,50+2,53+2,53+2,51+2,51+2,51+2,53+2,14+2,https://cdn.sofifa.net/players/260/130/22_120.png,https://cdn.sofifa.net/teams/181/60.png,https://cdn.sofifa.net/flags/gb-sct.png,,https://cdn.sofifa.net/flags/gb-sct.png
260169,https://sofifa.com/player/260169/tein-troost/220002,T. Troost,Tein Troost,GK,55,73,300000.0,500.0,19,2002-01-15,188,77,246.0,Feyenoord,Holland Eredivisie,1,RES,49,,2018-07-01,2023,34,Netherlands,,,,Left,3,1,1,Medium/Medium,Normal (185+),No,638000,,,,,,,,,13,8,11,21,6,12,13,11,22,14,35,29,32,55,38,43,48,33,48,7,23,8,7,38,19,32,12,12,10,54,58,57,44,60,33,21+2,21+2,21+2,20,21,21,21,20,22+2,22+2,22+2,22+2,22+2,22+2,22+2,22+2,20+2,21+2,21+2,21+2,20+2,20+2,20+2,20+2,20+2,20+2,54+2,https://cdn.sofifa.net/players/260/169/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png
260175,https://sofifa.com/player/260175/daniel-bunk/220002,D. Bunk,Daniel Bunk,CAM,55,74,325000.0,500.0,17,2004-03-25,170,60,110636.0,Fortuna Düsseldorf,German 2. Bundesliga,2,RES,42,,2020-12-28,2025,21,Germany,,,,Right,2,2,1,Medium/Medium,Lean (170-),No,723000,,,62,44,57,58,33,38,51,41,37,62,43,57,50,46,57,58,60,64,61,48,76,46,46,49,31,47,39,25,48,58,42,51,42,30,28,7,7,6,13,14,,48+2,48+2,48+2,54,53,53,53,54,55+2,55+2,55+2,55+2,53+2,53+2,53+2,55+2,46+2,44+2,44+2,44+2,46+2,43+2,37+2,37+2,37+2,43+2,14+2,https://cdn.sofifa.net/players/260/175/22_120.png,https://cdn.sofifa.net/teams/110636/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
260373,https://sofifa.com/player/260373/omar-damen-al-ruwaili/220002,O. Al Ruwaili,Omar Damen Al Ruwaili,ST,55,64,275000.0,2000.0,22,1999-03-17,179,65,113058.0,Abha Club,Saudi Abdul L. Jameel League,1,SUB,90,,2021-01-10,2024,183,Saudi Arabia,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,509000,,,63,57,43,53,19,54,35,61,61,49,50,52,39,36,38,53,64,62,56,50,69,51,62,56,57,55,40,16,51,49,60,45,13,15,14,14,15,15,11,7,,55+2,55+2,55+2,53,54,54,54,53,52+2,52+2,52+2,51+2,46+2,46+2,46+2,51+2,37+2,35+2,35+2,35+2,37+2,35+2,33+2,33+2,33+2,35+2,16+2,https://cdn.sofifa.net/players/260/373/22_120.png,https://cdn.sofifa.net/teams/113058/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/sa.png
260379,https://sofifa.com/player/260379/noah-shamoun/220002,N. Shamoun,Noah Shamoun,CF,55,72,325000.0,500.0,18,2002-12-08,175,65,1439.0,Kalmar FF,Swedish Allsvenskan,1,SUB,14,,2021-01-08,2022,46,Sweden,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,609000,,Technical Dribbler (AI),70,47,52,64,37,50,43,44,43,60,44,65,40,44,56,63,74,66,75,46,78,49,50,72,37,55,55,32,44,49,46,51,33,42,41,5,7,15,14,5,,51+2,51+2,51+2,57,55,55,55,57,57+2,57+2,57+2,57+2,55+2,55+2,55+2,57+2,51+2,49+2,49+2,49+2,51+2,49+2,43+2,43+2,43+2,49+2,12+2,https://cdn.sofifa.net/players/260/379/22_120.png,https://cdn.sofifa.net/teams/1439/60.png,https://cdn.sofifa.net/flags/se.png,,https://cdn.sofifa.net/flags/se.png
260503,https://sofifa.com/player/260503/mateusz-winciersz/220002,M. Winciersz,Mateusz Winciersz,LM,55,64,275000.0,1000.0,20,2000-10-05,176,73,111086.0,Piast Gliwice,Polish T-Mobile Ekstraklasa,1,SUB,15,,2021-01-25,2023,37,Poland,,,,Left,3,2,1,High/Medium,Normal (170-185),No,426000,,,68,48,51,52,25,50,54,48,34,55,47,53,42,32,52,52,70,67,52,44,72,56,48,59,55,38,25,16,52,49,51,40,24,28,29,9,6,6,10,14,,51+2,51+2,51+2,53,52,52,52,53,52+2,52+2,52+2,54+2,48+2,48+2,48+2,54+2,44+2,39+2,39+2,39+2,44+2,41+2,34+2,34+2,34+2,41+2,13+2,https://cdn.sofifa.net/players/260/503/22_120.png,https://cdn.sofifa.net/teams/111086/60.png,https://cdn.sofifa.net/flags/pl.png,,https://cdn.sofifa.net/flags/pl.png
260511,https://sofifa.com/player/260511/leonardo-toco/220002,L. Toco,Jorge Leonardo Toco Arredondo,CB,55,55,110000.0,500.0,29,1992-01-13,183,77,115358.0,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,1,SUB,5,,2021-01-04,2021,53,Bolivia,,,,Right,3,2,1,Medium/High,Lean (170-185),No,237000,,,59,33,42,53,55,60,39,33,56,53,32,51,21,31,51,54,56,62,55,50,56,45,59,62,61,23,54,52,32,29,32,59,53,58,56,16,16,18,15,13,,46+2,46+2,46+2,46,45,45,45,46,45+2,45+2,45+2,48+2,47+2,47+2,47+2,48+2,53+2,53+2,53+2,53+2,53+2,54+1,55,55,55,54+1,19+2,https://cdn.sofifa.net/players/260/511/22_120.png,https://cdn.sofifa.net/teams/115358/60.png,https://cdn.sofifa.net/flags/bo.png,,https://cdn.sofifa.net/flags/bo.png
