Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Atlanta,1996,200m,Breaststroke,0,Men,USA,Kurt Grote,02:16.1,4
Atlanta,1996,200m,Breaststroke,0,Women,RSA,Penelope Heyns,02:25.4,1
Atlanta,1996,200m,Breaststroke,0,Women,USA,Amanda Beard,02:25.8,2
Atlanta,1996,200m,Breaststroke,0,Women,HUN,Agnes Kovacs,02:26.6,3
Atlanta,1996,200m,Breaststroke,0,Women,AUS,Samantha Linette Riley,02:27.9,4
Atlanta,1996,200m,Breaststroke,0,Women,JPN,Masami Tanaka,02:28.1,4
Atlanta,1996,200m,Breaststroke,0,Women,AUS,Nadine Neumann,02:28.3,4
Atlanta,1996,200m,Breaststroke,0,Women,BEL,Brigitte Becue,02:28.4,4
Atlanta,1996,200m,Breaststroke,0,Women,CAN,Christin Petelski,02:31.4,4
Atlanta,1996,200m,Butterfly,0,Men,RUS,Denis Pankratov,01:56.5,1
Atlanta,1996,200m,Butterfly,0,Men,USA,Tom Malchow,01:57.4,2
Atlanta,1996,200m,Butterfly,0,Men,AUS,Scott Goodman,01:57.5,3
Atlanta,1996,200m,Butterfly,0,Men,FRA,Franck Esposito,01:58.1,4
Atlanta,1996,200m,Butterfly,0,Men,AUS,Scott Miller,01:58.3,4
Atlanta,1996,200m,Butterfly,0,Men,UKR,Denys Sylantiev,01:58.4,4
Atlanta,1996,200m,Butterfly,0,Men,GBR,James Hickman,01:58.5,4
Atlanta,1996,200m,Butterfly,0,Men,HUN,Peter Horvath,01:59.1,4
Atlanta,1996,200m,Butterfly,0,Women,AUS,Susan O'Neill,02:07.8,1
Atlanta,1996,200m,Butterfly,0,Women,AUS,Petria Thomas,02:09.8,2
Atlanta,1996,200m,Butterfly,0,Women,IRL,Michelle Marie Smith,02:09.9,3
Atlanta,1996,200m,Butterfly,0,Women,CHN,Yun Qu,02:10.3,4
Atlanta,1996,200m,Butterfly,0,Women,CHN,Limin Liu,02:10.7,4
Atlanta,1996,200m,Butterfly,0,Women,CAN,Jessica Deglau,02:11.4,4
Atlanta,1996,200m,Butterfly,0,Women,JPN,Mika Haruna,02:11.9,4
Atlanta,1996,200m,Butterfly,0,Women,USA,Trina Jackson,02:12.0,4
Atlanta,1996,200m,Freestyle,0,Men,NZL,Danyon Joseph Loader,01:47.6,1
Atlanta,1996,200m,Freestyle,0,Men,BRA,Gustavo Borges,01:48.1,2
Atlanta,1996,200m,Freestyle,0,Men,AUS,Daniel Kowalski,01:48.2,3
Atlanta,1996,200m,Freestyle,0,Men,NED,Pieter Van Den Hoogenband,01:48.4,4
Atlanta,1996,200m,Freestyle,0,Men,SWE,Anders Holmertz,01:48.4,4
Atlanta,1996,200m,Freestyle,0,Men,ITA,Massimiliano Rosolino,01:48.5,4
Atlanta,1996,200m,Freestyle,0,Men,USA,Josh Davis,01:48.5,4
Atlanta,1996,200m,Freestyle,0,Men,GBR,Paul Rory Palmer,01:49.4,4
Atlanta,1996,200m,Freestyle,0,Women,CRC,Claudia Poll Ahrens,01:58.2,1
Atlanta,1996,200m,Freestyle,0,Women,GER,Franziska Van Almsick,01:58.6,2
Atlanta,1996,200m,Freestyle,0,Women,GER,Dagmar Hase,01:59.6,3
Atlanta,1996,200m,Freestyle,0,Women,USA,Trina Jackson,01:59.6,4
Atlanta,1996,200m,Freestyle,0,Women,AUS,Susan O'Neill,01:59.9,4
Atlanta,1996,200m,Freestyle,0,Women,USA,Cristina Teuscher,02:00.8,4
Atlanta,1996,200m,Freestyle,0,Women,AUS,Julia Greville,02:01.5,4
Atlanta,1996,200m,Freestyle,0,Women,ROU,Liliana Luminita Dobrescu,02:01.6,4
Atlanta,1996,200m,Individual medley,0,Men,HUN,Attila Czene,01:59.9,1
Atlanta,1996,200m,Individual medley,0,Men,FIN,Jani Sievinen,02:00.1,2
Atlanta,1996,200m,Individual medley,0,Men,CAN,Curtis Allen Myden,02:01.1,3
Atlanta,1996,200m,Individual medley,0,Men,NED,Marcel Wouda,02:01.5,4
Atlanta,1996,200m,Individual medley,0,Men,AUS,Matthew Stephen Dunn,02:01.6,4
Atlanta,1996,200m,Individual medley,0,Men,USA,Gregory Burgess,02:02.6,4
Atlanta,1996,200m,Individual medley,0,Men,USA,Tom Dolan,02:03.9,4
Atlanta,1996,200m,Individual medley,0,Men,FRA,Xavier Marchand,02:04.3,4
Atlanta,1996,200m,Individual medley,0,Women,IRL,Michelle Marie Smith,02:13.9,1
Atlanta,1996,200m,Individual medley,0,Women,CAN,Marianne Luise Limpert,02:14.4,2
Atlanta,1996,200m,Individual medley,0,Women,CHN,Li Lin,02:14.7,3
Atlanta,1996,200m,Individual medley,0,Women,CAN,Joanne Susan Malar,02:15.3,4
Atlanta,1996,200m,Individual medley,0,Women,AUS,Elli Overton,02:16.0,4
Atlanta,1996,200m,Individual medley,0,Women,USA,Allison Wagner,02:16.4,4
Atlanta,1996,200m,Individual medley,0,Women,NED,Minouche Smit,02:16.7,4
Atlanta,1996,200m,Individual medley,0,Women,SWE,Louise Karlsson,02:17.2,4
Atlanta,1996,400m,Freestyle,0,Men,NZL,Danyon Joseph Loader,03:48.0,1
Atlanta,1996,400m,Freestyle,0,Men,GBR,Paul Rory Palmer,03:49.0,2
Atlanta,1996,400m,Freestyle,0,Men,AUS,Daniel Kowalski,03:49.4,3
Atlanta,1996,400m,Freestyle,0,Men,ITA,Emiliano Brembilla,03:49.9,4
Atlanta,1996,400m,Freestyle,0,Men,SWE,Anders Holmertz,03:50.7,4
Atlanta,1996,400m,Freestyle,0,Men,ITA,Massimiliano Rosolino,03:51.0,4
Atlanta,1996,400m,Freestyle,0,Men,GER,Jörg Hoffmann,03:52.2,4
Atlanta,1996,400m,Freestyle,0,Men,DEN,Jacob Carstensen,03:54.4,4
Atlanta,1996,400m,Freestyle,0,Women,IRL,Michelle Marie Smith,04:07.3,1
Atlanta,1996,400m,Freestyle,0,Women,GER,Dagmar Hase,04:08.3,2
Atlanta,1996,400m,Freestyle,0,Women,NED,Kirsten Vlieghuis,04:08.7,3
Atlanta,1996,400m,Freestyle,0,Women,GER,Kerstin Kielgass,04:09.8,4
Atlanta,1996,400m,Freestyle,0,Women,CRC,Claudia Poll Ahrens,04:10.0,4
Atlanta,1996,400m,Freestyle,0,Women,NED,Carla Louise Geurts,04:10.1,4
Atlanta,1996,400m,Freestyle,0,Women,JPN,Eri Yamanoi,04:11.7,4
Atlanta,1996,400m,Freestyle,0,Women,USA,Cristina Teuscher,04:14.2,4
Atlanta,1996,400m,Individual medley,0,Men,USA,Tom Dolan,04:14.9,1
Atlanta,1996,400m,Individual medley,0,Men,USA,Eric Namesnik,04:15.2,2
Atlanta,1996,400m,Individual medley,0,Men,CAN,Curtis Allen Myden,04:16.3,3
Atlanta,1996,400m,Individual medley,0,Men,AUS,Matthew Stephen Dunn,04:16.7,4
Atlanta,1996,400m,Individual medley,0,Men,NED,Marcel Wouda,04:17.7,4
Atlanta,1996,400m,Individual medley,0,Men,ITA,Luca Sacchi,04:18.3,4
Atlanta,1996,400m,Individual medley,0,Men,POL,Marcin Malinski,04:20.5,4
Atlanta,1996,400m,Individual medley,0,Men,MDA,Serghei Mariniuc,04:21.1,4
Atlanta,1996,400m,Individual medley,0,Women,IRL,Michelle Marie Smith,04:39.2,1
Atlanta,1996,400m,Individual medley,0,Women,USA,Allison Wagner,04:42.0,2
Atlanta,1996,400m,Individual medley,0,Women,HUN,Krisztina Egerszegi,04:42.5,3
Atlanta,1996,400m,Individual medley,0,Women,GER,Sabine Herbst,04:43.8,4
Atlanta,1996,400m,Individual medley,0,Women,AUS,Emma Johnson,04:44.0,4
Atlanta,1996,400m,Individual medley,0,Women,ROU,Beatrice Caslaru,04:44.9,4
Atlanta,1996,400m,Individual medley,0,Women,ESP,Lourdes Becerra,04:45.2,4
Atlanta,1996,400m,Individual medley,0,Women,USA,Whitney Metzler,04:46.2,4
Atlanta,1996,4x100,Freestyle,1,Men,USA,,03:15.4,1
Atlanta,1996,4x100,Freestyle,1,Men,RUS,"Denis Pimankov, Konstantin Ushkov, Vladimir Predkin, Vladimir Pyshnenko, Roman Yegorov, Alexander Popov",03:17.1,2
Atlanta,1996,4x100,Freestyle,1,Men,GER,"Bengt Zikarsky, Christian Tröger, Alexander Luderitz, Mark Pinger, Björn Zikarsky",03:17.2,3
Atlanta,1996,4x100,Freestyle,1,Men,BRA,"Gustavo Borges, Andre Cordeiro, Alexandre Massura, Fernando Scherer",03:18.3,4
Atlanta,1996,4x100,Freestyle,1,Men,NLD,"Pieter Van Den Hoogenband, Martin Van Der Spoel, Pie Geelen, Mark Hermanus Veens",03:19.0,4
Atlanta,1996,4x100,Freestyle,1,Men,AUS,"Ian Vander-Wal, Michael Klim, Matthew Stephen Dunn, Christopher John Fydler, Scott Logan",03:20.1,4
Atlanta,1996,4x100,Freestyle,1,Men,SWE,"Fredrik Letsler, Anders Holmertz, Christer Wallin, Johan Wallberg, Lars Frolander",03:20.2,4
Atlanta,1996,4x100,Freestyle,1,Men,GBR,"Mark Stevens, Alan Rapley, Nicholas Shackell, Michael Wenham Fibbens",03:21.5,4
Atlanta,1996,4x100,Freestyle,1,Women,USA,"Amy Van Dyken, Melanie Valerio, Catherine Fox, Jenny Thompson, Angel Martino, Lisa Jacob",03:39.3,2
Atlanta,1996,4x100,Freestyle,1,Women,CHN,"Yun Nian, Ying Shan, Jingyi Le, Na Chao",03:40.5,3
Atlanta,1996,4x100,Freestyle,1,Women,GER,"Franziska Van Almsick, Simone Osygus, Meike Freitag, Antje Buschschulte, Sandra Voelker",03:41.5,4
Atlanta,1996,4x100,Freestyle,1,Women,NLD,"Minouche Smit, Manon Masseurs, Wilma Van Rijn, Karin Brienesse, Marianne Muis",03:42.4,4
Atlanta,1996,4x100,Freestyle,1,Women,SWE,"Linda Olofsson, Johanna Sjoberg, Louise Karlsson, Louise Johncke",03:44.9,4
Atlanta,1996,4x100,Freestyle,1,Women,AUS,"Susan O'Neill, Anna Windsor, Lise Maree Mackie, Sarah Ryan, Julia Greville",03:45.3,4
Atlanta,1996,4x100,Freestyle,1,Women,CAN,"Shannon Shakespeare, Julie Kathryn Howard, Marianne Luise Limpert",03:46.3,4
Atlanta,1996,4x100,Freestyle,1,Women,RUS,"Natalya Sorokina, Yelena Nazemnova, Natalia Meshcheryakova, Svetlana Leshukova",,5
Atlanta,1996,4x100,Medley,1,Men,USA,"Mark Henderson, Josh Davis, John Hargis, Kurt Grote, Jeff Norman Rouse, Jeremy Linn, Tripp Schwenk",03:34.8,1
Atlanta,1996,4x100,Medley,1,Men,RUS,"Roman Ivanovskiy, Alexander Popov, Vladislav Kulikov, Denis Pankratov, Stanislav Lopukhov, Vladimir Selkov, Roman Yegorov",03:37.5,2
Atlanta,1996,4x100,Medley,1,Men,AUS,"Steven Dewick, Scott Miller, Philip John Rogers, Michael Klim, Toby Christian Haenen",03:39.6,3
Atlanta,1996,4x100,Medley,1,Men,GER,"Mark Warnecke, Stev Theloke, Oliver Lampe, Ralf Braun, Christian Keller, Bengt Zikarsky, Björn Zikarsky",03:39.6,4
Atlanta,1996,4x100,Medley,1,Men,JPN,"Keitaro Konnai, Shunsuke Ito, Takashi Yamamoto, Akira Hayashi",03:40.5,4
Atlanta,1996,4x100,Medley,1,Men,HUN,"Tamas Deutsch, Karoly Guttler, Peter Horvath, Attila Czene, Attila Zubor",03:40.8,4
Atlanta,1996,4x100,Medley,1,Men,POL,"Marek Krawczyk, Mariusz Siembida, Rafal Szukala, Bartosz Kizierowski",03:41.9,4
Atlanta,1996,4x100,Medley,1,Men,ISR,"Dan Kutler, Eithan Urbach, Vadim Alekseyev, Yoav Bruck",03:42.9,4
Atlanta,1996,4x100,Medley,1,Women,USA,"Kristine Quance, Angel Martino, Amanda Beard, Beth Botsford, Jenny Thompson, Amy Van Dyken, Whitney L. Hedgepeth, Catherine Fox",04:02.9,1
Atlanta,1996,4x100,Medley,1,Women,AUS,"Samantha Linette Riley, Susan O'Neill, Angela Kennedy, Helen Denman, Sarah Ryan, Nicole Livingstone",04:05.1,2
Atlanta,1996,4x100,Medley,1,Women,CHN,"Huijue Cai, Ying Shan, Yan Chen, Xue Han",04:07.3,3
Atlanta,1996,4x100,Medley,1,Women,ZAF,"Amanda Loots, Helene Muller, Marianne Kriel, Penelope Heyns",04:08.2,4
Atlanta,1996,4x100,Medley,1,Women,CAN,"Guylaine Cloutier, Shannon Shakespeare, Julie Kathryn Howard, Sarah Evanetz",04:08.3,4
Atlanta,1996,4x100,Medley,1,Women,GER,"Antje Buschschulte, Sandra Voelker, Kathrin Dumitru, Franziska Van Almsick",04:09.2,4
Atlanta,1996,4x100,Medley,1,Women,RUS,"Yelena Makarova, Svetlana Pozdeyeva, Nina Alexandrovna Zhivanevskaya, Natalia Meshcheryakova, Yelena Nazemnova",04:10.6,4
Atlanta,1996,4x100,Medley,1,Women,ITA,"Cecilia Vianini, Lorenza Vigarani, Ilaria Tocchini, Manuela Dalla Valle",04:10.6,4
Atlanta,1996,4x200,Freestyle,1,Men,USA,"Bradley Schumacher, Jon Olsen, Joseph Hudepohl, Ryan Berube, Josh Davis",07:14.8,1
Atlanta,1996,4x200,Freestyle,1,Men,SWE,"Christer Wallin, Anders Holmertz, Anders Lyrbring, Lars Frolander",07:17.6,2
Atlanta,1996,4x200,Freestyle,1,Men,GER,"Christian Keller, Steffen Zesner, Konstantin Dubrovin, Aimo Heilmann, Christian Tröger, Oliver Lampe",07:17.7,3
Atlanta,1996,4x200,Freestyle,1,Men,AUS,"Ian Vander-Wal, Daniel Kowalski, Matthew Stephen Dunn, Michael Klim, Glen Clifford Housman, Kieren John Perkins, Malcolm Allen",07:18.5,4
Atlanta,1996,4x200,Freestyle,1,Men,GBR,"James Salter, Andrew Clayton, Mark Stevens, Paul Rory Palmer",07:18.7,4
Atlanta,1996,4x200,Freestyle,1,Men,ITA,"Emiliano Brembilla, Emanuele Merisi, Emanuele Idini, Piermaria Siciliano, Massimiliano Rosolino",07:19.9,4
Atlanta,1996,4x200,Freestyle,1,Men,NLD,"Pieter Van Den Hoogenband, Martin Van Der Spoel, Mark Van Der Zijden, Marcel Wouda, Tim Hoeijmans",07:22.0,4
Atlanta,1996,4x200,Freestyle,1,Men,FRA,"Bruno Orsoni, Yann De Fabrique, Christophe Bordeau, Lionel Poirot",07:24.9,4
Atlanta,1996,4x200,Freestyle,1,Women,USA,"Jenny Thompson, Trina Jackson, Annette Salmeen, Ashley Whitney, Sheila Taormina, Cristina Teuscher, Lisa Jacob",07:59.9,1
Atlanta,1996,4x200,Freestyle,1,Women,GER,"Meike Freitag, Franziska Van Almsick, Anke Scholz, Dagmar Hase, Simone Osygus, Kerstin Kielgass",08:01.6,2
Atlanta,1996,4x200,Freestyle,1,Women,AUS,"Julia Greville, Lise Maree Mackie, Nicole Livingstone, Emma Johnson, Susan O'Neill",08:05.5,3
Atlanta,1996,4x200,Freestyle,1,Women,JPN,"Aiko Miyake, Suzu Chiba, Naoko Imoto, Eri Yamanoi",08:07.5,4
Atlanta,1996,4x200,Freestyle,1,Women,CAN,"Joanne Susan Malar, Jessica Deglau, Sophie Simard, Andrea Schwartz, Marianne Luise Limpert, Shannon Shakespeare",08:08.2,4
Atlanta,1996,4x200,Freestyle,1,Women,NLD,"Carla Louise Geurts, Minouche Smit, Kirsten Vlieghuis, Karin Brienesse, Patricia Stokkers",08:08.5,4
Atlanta,1996,4x200,Freestyle,1,Women,ROU,"Carla-Creola Negrea, Ioana Diaconescu, Liliana Luminita Dobrescu, Loredana Zisu",08:10.0,4
Atlanta,1996,4x200,Freestyle,1,Women,CHN,"Luna Wang, Yun Nian, Yan Chen, Yiqi Pu, Ying Shan",08:15.4,4
Atlanta,1996,50m,Freestyle,0,Men,RUS,Alexander Popov,22.13,1
Atlanta,1996,50m,Freestyle,0,Men,USA,"Gary Hall, Jr.",22.26,2
Atlanta,1996,50m,Freestyle,0,Men,BRA,Fernando Scherer,22.29,3
Atlanta,1996,50m,Freestyle,0,Men,CHN,Chengji Jiang,22.33,4
Atlanta,1996,50m,Freestyle,0,Men,RSA,Brendon Dedekind,22.59,4
Atlanta,1996,50m,Freestyle,0,Men,USA,David Fox,22.68,4
Atlanta,1996,50m,Freestyle,0,Men,VEN,Francisco Sanchez,22.72,4
Atlanta,1996,50m,Freestyle,0,Men,PUR,Ricardo Busquets Healy,22.73,4
Atlanta,1996,50m,Freestyle,0,Women,USA,Amy Van Dyken,24.87,1
Atlanta,1996,50m,Freestyle,0,Women,CHN,Jingyi Le,24.9,2
Atlanta,1996,50m,Freestyle,0,Women,GER,Sandra Voelker,25.14,3
Atlanta,1996,50m,Freestyle,0,Women,USA,Angel Martino,25.31,4
Atlanta,1996,50m,Freestyle,0,Women,BAR,Leah Martindale,25.49,4
Atlanta,1996,50m,Freestyle,0,Women,SWE,Linda Olofsson,25.63,4
Atlanta,1996,50m,Freestyle,0,Women,CHN,Ying Shan,25.7,4
Atlanta,1996,50m,Freestyle,0,Women,RUS,Natalia Meshcheryakova,25.88,4
Atlanta,1996,800m,Freestyle,0,Women,USA,Brooke Bennett,08:27.9,1
Atlanta,1996,800m,Freestyle,0,Women,GER,Dagmar Hase,08:29.9,2
Atlanta,1996,800m,Freestyle,0,Women,NED,Kirsten Vlieghuis,08:30.8,3
Atlanta,1996,800m,Freestyle,0,Women,GER,Kerstin Kielgass,08:31.1,4
Atlanta,1996,800m,Freestyle,0,Women,NOR,Irene Dalby,08:38.3,4
Atlanta,1996,800m,Freestyle,0,Women,USA,Janet Evans,08:38.9,4
Atlanta,1996,800m,Freestyle,0,Women,NED,Carla Louise Geurts,08:40.4,4
Atlanta,1996,800m,Freestyle,0,Women,GBR,Sarah Hardcastle,08:41.8,4
Barcelona,1992,100m,Backstroke,0,Men,CAN,Mark Tewksbury,53.98,1
Barcelona,1992,100m,Backstroke,0,Men,USA,Jeff Norman Rouse,54.04,2
Barcelona,1992,100m,Backstroke,0,Men,USA,David Charles Berkoff,54.78,3
Barcelona,1992,100m,Backstroke,0,Men,ESP,Martin Lopez Zubero,54.96,4
Barcelona,1992,100m,Backstroke,0,Men,EUN,Vladimir Selkov,55.49,4
Barcelona,1992,100m,Backstroke,0,Men,FRA,Franck Schott,55.72,4
Barcelona,1992,100m,Backstroke,0,Men,CUB,Rodolfo Falcon Cabrera,55.76,4
Barcelona,1992,100m,Backstroke,0,Men,GER,Dirk Richter,56.26,4
Barcelona,1992,100m,Backstroke,0,Women,HUN,Krisztina Egerszegi,01:00.7,1
Barcelona,1992,100m,Backstroke,0,Women,HUN,Tunde Szabo,01:01.1,2
Barcelona,1992,100m,Backstroke,0,Women,USA,Lea Loveless,01:01.4,3
Barcelona,1992,100m,Backstroke,0,Women,AUS,Nicole Livingstone,01:01.8,4
Barcelona,1992,100m,Backstroke,0,Women,USA,Elizabeth Wagstaff,01:01.8,4
Barcelona,1992,100m,Backstroke,0,Women,AUS,Joanne Marie Meehan,01:02.1,4
Barcelona,1992,100m,Backstroke,0,Women,EUN,Nina Alexandrovna Zhivanevskaya,01:02.4,4
Barcelona,1992,100m,Backstroke,0,Women,JPN,Yoko Koikawa,01:03.2,4
Barcelona,1992,100m,Breaststroke,0,Men,USA,Nelson Diebel,01:01.5,1
Barcelona,1992,100m,Breaststroke,0,Men,HUN,Norbert Rozsa,01:01.7,2
Barcelona,1992,100m,Breaststroke,0,Men,AUS,Philip John Rogers,01:01.8,3
Barcelona,1992,100m,Breaststroke,0,Men,JPN,Akira Hayashi,01:01.9,4
Barcelona,1992,100m,Breaststroke,0,Men,EUN,Vassili Ivanov,01:01.9,4
Barcelona,1992,100m,Breaststroke,0,Men,EUN,Dmitri Volkov,01:02.1,4
Barcelona,1992,100m,Breaststroke,0,Men,GBR,Nick Gillingham,01:02.3,4
Barcelona,1992,100m,Breaststroke,0,Men,GBR,Adrian David Moorhouse,01:02.3,4
Barcelona,1992,100m,Breaststroke,0,Women,EUN,Elena Rudkovskaya,01:08.0,1
Barcelona,1992,100m,Breaststroke,0,Women,USA,Anita Nall,01:08.2,2
Barcelona,1992,100m,Breaststroke,0,Women,AUS,Samantha Linette Riley,01:09.3,3
Barcelona,1992,100m,Breaststroke,0,Women,CAN,Guylaine Cloutier,01:09.7,4
Barcelona,1992,100m,Breaststroke,0,Women,GER,Jana Dörris,01:09.8,4
Barcelona,1992,100m,Breaststroke,0,Women,HUN,Gabriella Csepe,01:10.2,4
Barcelona,1992,100m,Breaststroke,0,Women,ITA,Manuela Dalla Valle,01:10.4,4
Barcelona,1992,100m,Breaststroke,0,Women,GER,Daniela Brendel,01:11.1,4
Barcelona,1992,100m,Butterfly,0,Men,USA,Pablo Morales,53.32,1
Barcelona,1992,100m,Butterfly,0,Men,POL,Rafal Szukala,53.35,2
Barcelona,1992,100m,Butterfly,0,Men,SUR,Anthony Conrad Nesty,53.41,3
Barcelona,1992,100m,Butterfly,0,Men,EUN,Pavlo Khnykin,53.81,4
Barcelona,1992,100m,Butterfly,0,Men,USA,Melvin Stewart,54.04,4
Barcelona,1992,100m,Butterfly,0,Men,CAN,Marcel Gery,54.18,4
Barcelona,1992,100m,Butterfly,0,Men,ESP,Martin Lopez Zubero,54.19,4
Barcelona,1992,100m,Butterfly,0,Men,EUN,Vladislav Kulikov,54.26,4
Barcelona,1992,100m,Butterfly,0,Women,CHN,Hong Qian,58.62,3
Barcelona,1992,100m,Butterfly,0,Women,USA,Christine Ahmann-Leighton,58.74,4
Barcelona,1992,100m,Butterfly,0,Women,FRA,Catherine Plewinski,59.01,4
Barcelona,1992,100m,Butterfly,0,Women,CHN,Xiaohong Wang,59.1,4
Barcelona,1992,100m,Butterfly,0,Women,AUS,Susan O'Neill,59.69,4
Barcelona,1992,100m,Butterfly,0,Women,USA,Summer Sanders,59.82,4
Barcelona,1992,100m,Butterfly,0,Women,GER,Franziska Van Almsick,01:00.7,1
Barcelona,1992,100m,Butterfly,0,Women,JPN,Rie Shito,01:01.2,2
Barcelona,1992,100m,Freestyle,0,Men,EUN,Alexander Popov,49.02,1
Barcelona,1992,100m,Freestyle,0,Men,BRA,Gustavo Borges,49.43,2
Barcelona,1992,100m,Freestyle,0,Men,FRA,Stephan Caron,49.5,3
Barcelona,1992,100m,Freestyle,0,Men,USA,Jon Olsen,49.51,4
Barcelona,1992,100m,Freestyle,0,Men,USA,Matthew Biondi,49.53,4
Barcelona,1992,100m,Freestyle,0,Men,SWE,Tommy Werner,49.63,4
Barcelona,1992,100m,Freestyle,0,Men,GER,Christian Tröger,49.84,4
Barcelona,1992,100m,Freestyle,0,Men,EUN,Gennady Prigoda,50.25,4
Barcelona,1992,100m,Freestyle,0,Women,CHN,Yong Zhuang,54.64,1
Barcelona,1992,100m,Freestyle,0,Women,USA,Jenny Thompson,54.84,2
Barcelona,1992,100m,Freestyle,0,Women,GER,Franziska Van Almsick,54.94,3
Barcelona,1992,100m,Freestyle,0,Women,USA,Nicole Lee Haislett,55.19,4
Barcelona,1992,100m,Freestyle,0,Women,FRA,Catherine Plewinski,55.72,4
Barcelona,1992,100m,Freestyle,0,Women,CHN,Jingyi Le,55.89,4
Barcelona,1992,100m,Freestyle,0,Women,GER,Simone Osygus,55.93,4
Barcelona,1992,100m,Freestyle,0,Women,NED,Karin Brienesse,56.59,4
Barcelona,1992,1500m,Freestyle,0,Men,AUS,Kieren John Perkins,14:43.5,1
Barcelona,1992,1500m,Freestyle,0,Men,AUS,Glen Clifford Housman,14:55.3,2
Barcelona,1992,1500m,Freestyle,0,Men,GER,Jörg Hoffmann,15:02.3,3
Barcelona,1992,1500m,Freestyle,0,Men,GER,Stefan Pfeiffer,15:04.3,4
Barcelona,1992,1500m,Freestyle,0,Men,GBR,Ian Wilson,15:13.4,4
Barcelona,1992,1500m,Freestyle,0,Men,SLO,Igor Majcen,15:19.1,4
Barcelona,1992,1500m,Freestyle,0,Men,USA,Lawrence Frostad,15:19.4,4
Barcelona,1992,1500m,Freestyle,0,Men,EUN,Viktor Andreev,15:33.9,4
Barcelona,1992,200m,Backstroke,0,Men,ESP,Martin Lopez Zubero,01:58.5,1
Barcelona,1992,200m,Backstroke,0,Men,EUN,Vladimir Selkov,01:58.9,2
Barcelona,1992,200m,Backstroke,0,Men,ITA,Stefano Battistelli,01:59.4,3
Barcelona,1992,200m,Backstroke,0,Men,JPN,Hajime Itoi,01:59.5,4
Barcelona,1992,200m,Backstroke,0,Men,USA,Tripp Schwenk,01:59.7,4
Barcelona,1992,200m,Backstroke,0,Men,GER,Tino Weber,01:59.8,4
Barcelona,1992,200m,Backstroke,0,Men,HUN,Tamas Deutsch,02:00.1,4
Barcelona,1992,200m,Backstroke,0,Men,BEL,Stefaan Maene,02:00.9,4
Barcelona,1992,200m,Backstroke,0,Women,HUN,Krisztina Egerszegi,02:07.1,1
Barcelona,1992,200m,Backstroke,0,Women,GER,Dagmar Hase,02:09.5,2
Barcelona,1992,200m,Backstroke,0,Women,AUS,Nicole Livingstone,02:10.2,3
Barcelona,1992,200m,Backstroke,0,Women,USA,Lea Loveless,02:11.5,4
Barcelona,1992,200m,Backstroke,0,Women,NZL,Anna Katrina Simcic,02:12.0,4
Barcelona,1992,200m,Backstroke,0,Women,HUN,Tunde Szabo,02:12.9,4
Barcelona,1992,200m,Backstroke,0,Women,CRC,Silvia Poll Ahrens,02:13.0,4
Barcelona,1992,200m,Backstroke,0,Women,AUS,Leigh Christine Habler,02:13.7,4
Barcelona,1992,200m,Breaststroke,0,Men,USA,Mike Barrowman,02:10.2,1
Barcelona,1992,200m,Breaststroke,0,Men,HUN,Norbert Rozsa,02:11.2,2
Barcelona,1992,200m,Breaststroke,0,Men,GBR,Nick Gillingham,02:11.3,3
Barcelona,1992,200m,Breaststroke,0,Men,ESP,Sergio Lopez Miro,02:13.3,4
Barcelona,1992,200m,Breaststroke,0,Men,HUN,Karoly Guttler,02:13.3,4
Barcelona,1992,200m,Breaststroke,0,Men,AUS,Philip John Rogers,02:13.6,4
Barcelona,1992,200m,Breaststroke,0,Men,JPN,Kenji Watanabe,02:14.7,4
Barcelona,1992,200m,Breaststroke,0,Men,JPN,Akira Hayashi,02:15.1,4
Barcelona,1992,200m,Breaststroke,0,Women,JPN,Kyoko Iwasaki,02:26.7,1
Barcelona,1992,200m,Breaststroke,0,Women,CHN,Li Lin,02:26.9,2
Barcelona,1992,200m,Breaststroke,0,Women,USA,Anita Nall,02:26.9,3
Barcelona,1992,200m,Breaststroke,0,Women,EUN,Elena Rudkovskaya,02:28.5,4
Barcelona,1992,200m,Breaststroke,0,Women,CAN,Guylaine Cloutier,02:29.9,4
Barcelona,1992,200m,Breaststroke,0,Women,CAN,Nathalie Giguere,02:30.1,4
Barcelona,1992,200m,Breaststroke,0,Women,ITA,Manuela Dalla Valle,02:31.2,4
Barcelona,1992,200m,Breaststroke,0,Women,POL,Alicja Peczak,02:31.8,4
Barcelona,1992,200m,Butterfly,0,Men,USA,Melvin Stewart,01:56.3,1
Barcelona,1992,200m,Butterfly,0,Men,NZL,Danyon Joseph Loader,01:57.9,2
Barcelona,1992,200m,Butterfly,0,Men,FRA,Franck Esposito,01:58.5,3
Barcelona,1992,200m,Butterfly,0,Men,POL,Rafal Szukala,01:58.9,4
Barcelona,1992,200m,Butterfly,0,Men,JPN,Keiichi Kawanaka,01:59.0,4
Barcelona,1992,200m,Butterfly,0,Men,EUN,Denis Pankratov,01:59.0,4
Barcelona,1992,200m,Butterfly,0,Men,ROU,Robert Doru Pinter,01:59.3,4
Barcelona,1992,200m,Butterfly,0,Men,AUS,Martin Wade Roberts,01:59.6,4
Barcelona,1992,200m,Butterfly,0,Women,USA,Summer Sanders,02:08.7,1
