"","fighter_name","Weight","Reach","Stance","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg","birthyear","height_inches"
"554","Shelton Graves",255,76,"Southpaw",2.19,69,0.81,33,4.86,57,0,0,1985,74
"555","Michael Graves",170,71,"Orthodox",1.25,54,1.47,58,4.8,52,66,0.4,1991,70
"556","Kevin Gray",125,67,"Orthodox",3.45,62,4.48,66,0,0,0,0,1985,64
"557","Dwight Grant",170,76,"Switch",3.39,37,2.16,69,0.34,100,78,0,1984,73
"558","Max Griffin",170,76,"Orthodox",4.14,48,3.94,56,1.7,51,66,0.5,1985,71
"559","Tyson Griffin",145,68,"Orthodox",3.71,41,2.3,65,1.87,46,59,0.9,1984,66
"560","Gabe Green",170,73,"Switch",6.57,46,7.23,49,1,100,57,0.5,1993,70
"561","Bobby Green",155,71,"Orthodox",5.17,51,3.32,63,1.56,41,72,0.3,1986,70
"562","Matt Grice",145,70,"Orthodox",4.09,53,2.69,56,2.19,37,82,0.5,1981,68
"563","Maurice Greene",258,80,"Orthodox",4.12,44,4.37,45,0,0,28,0.6,1986,79
"564","Desmond Green",155,73,"Southpaw",3.7,46,2.51,69,1.62,50,75,0,1989,70
"565","Forrest Griffin",205,77,"Orthodox",4.38,36,2.81,61,1.05,48,57,0.7,1979,75
"566","Jordan Griffin",145,73,"Southpaw",2.6,46,3.18,48,0.78,23,42,1.8,1990,70
"567","Chad Griggs",205,73,"Orthodox",2.67,50,2.22,46,1.51,66,41,0,1978,73
"568","Maxim Grishin",220,78,"Orthodox",2.95,44,2.33,56,0.38,33,66,0,1984,75
"569","Josh Grispi",145,74,"Orthodox",1.44,41,3.71,50,1.97,36,16,2.2,1988,71
"570","Kendall Grove",185,79,"Orthodox",2.31,41,2.4,54,0.49,45,56,1.7,1982,78
"571","Wang Guan",145,71,"Orthodox",4.73,43,3.27,60,0,0,0,0,1986,69
"572","Chris Gruetzemacher",155,68,"Orthodox",7.02,57,5.54,55,0,0,62,0,1986,68
"573","Vik Grujic",170,73,"Orthodox",2.24,48,3.39,41,1.18,33,26,0.4,1977,71
"574","Mike Grundy",145,72,"Orthodox",2.15,43,4.09,58,4.25,38,100,0.6,1987,67
"575","Shannon Gugerty",155,71,"Orthodox",1.25,39,1.88,58,2.13,27,50,3.4,1981,70
"576","Clay Guida",155,70,"Orthodox",2.44,34,2.57,63,3.36,38,68,0.7,1981,67
"577","Melvin Guillard",155,71,"Orthodox",2.96,40,1.85,66,1.3,63,61,0.2,1983,69
"578","Marcelo Guimaraes",185,73,"Orthodox",4.67,51,4.41,62,1.99,13,0,0,1983,72
"579","John Gunther",155,72,"Orthodox",1.65,37,3.72,46,7.08,42,0,0,1985,69
"580","Jorge Gurgel",155,69,"Orthodox",3.37,32,3.62,62,0.81,23,60,0.5,1977,67
"581","John Gunderson",155,69,"Orthodox",1.04,27,1.71,58,1.67,33,11,2,1979,69
"582","Alexander Gustafsson",205,79,"Orthodox",4.02,40,3.42,51,1.54,39,83,0.4,1987,77
"583","Chris Gutierrez",145,67,"Orthodox",4.3,57,2.45,59,0.57,60,73,0.2,1991,69
"584","Tim Hague",260,76,"Orthodox",2.79,47,4.14,46,1.72,33,85,0.9,1983,76
"585","Chelsea Hackett",125,66,"Switch",2.58,51,4.85,46,0,0,57,0,1998,64
"586","Mike Guymon",170,74,"Orthodox",2.75,65,0.79,66,1.87,37,54,1.2,1974,72
"587","Damir Hadzovic",155,70,"Orthodox",2.99,46,2.99,66,0.68,60,39,0.2,1986,69
"588","Ryan Hall",145,70,"Southpaw",2.32,43,0.96,75,0.31,16,0,0.9,1985,70
"589","Dennis Hallman",155,72,"Orthodox",1.12,44,1.96,43,1.79,30,25,2.1,1975,69
"590","Uriah Hall",185,79,"Orthodox",3.34,51,3.54,53,0.67,38,69,0.2,1984,72
"591","Piotr Hallmann",155,71,"Orthodox",3.98,45,3.17,58,2.55,44,70,0.4,1987,69
"592","Seo Hee Ham",115,62,"Southpaw",4.2,39,5.15,61,0,0,66,0.2,1987,62
"593","Anthony Hamilton",260,76,"Orthodox",3.91,65,3.02,45,2.62,42,78,0,1980,77
"594","Matt Hamill",205,76,"Orthodox",3.69,42,3.8,61,3,34,91,0,1976,73
"595","CJ Hamilton",125,68,"Switch",2.47,31,3.93,58,0,0,62,0,1986,67
"596","Jared Hamman",185,75,"Orthodox",5.15,42,3.93,55,1.57,46,30,0,1982,75
"597","Nasrat Haqparast",155,72,"Southpaw",5.81,47,3.23,74,0.18,16,84,0,1995,70
"598","Kay Hansen",115,63,"Orthodox",3.57,59,3.03,54,2.19,25,100,1.6,1999,62
"599","Antoni Hardonk",245,78,"Orthodox",3.4,61,3.07,46,0,0,40,0.9,1976,76
"600","Dan Hardy",170,74,"Orthodox",2.46,35,3.44,51,0.73,35,35,0.4,1982,72
"601","Greg Hardy",265,80,"Orthodox",4.83,50,3.12,56,0.21,33,80,0,1988,77
"602","Phil Harris",125,65,"Orthodox",2.34,26,3.16,68,1.76,21,60,0,1983,64
"603","Dale Hartt",155,69,"Orthodox",1.14,35,1.55,66,1.22,100,25,2.5,1979,70
"604","Walt Harris",250,77,"Southpaw",2.95,38,3.43,54,0.3,28,72,0.1,1983,77
"605","Gerald Harris",185,77,"Southpaw",1.41,29,1.58,62,2.96,54,72,0,1979,71
"606","Clay Harvison",170,74,"Orthodox",3.29,48,3.91,58,0.66,100,68,1.3,1980,73
"607","John Hathaway",170,75,"Orthodox",3.4,40,1.8,62,2.61,43,60,0.9,1987,73
"608","Phil Hawes",185,77,"Orthodox",2.84,52,4.18,47,3.13,35,0,0,1989,72
"609","Dustin Hazelett",170,76,"Orthodox",2.24,40,3.51,46,0.55,50,25,4.1,1986,73
"610","James Head",170,73,"Orthodox",2.75,48,3.11,49,0.41,100,66,0.8,1984,73
"611","Pat Healy",155,72,"Orthodox",2.57,36,2.57,50,3.08,37,55,1.1,1983,72
"612","David Heath",205,72,"Orthodox",1.48,30,5.16,49,0.33,50,57,1,1976,71
"613","Marcin Held",155,71,"Orthodox",1.41,34,2.02,47,2.46,46,37,1.3,1992,69
"614","Nick Hein",155,66,"Southpaw",2.65,35,3.61,59,0.86,33,83,0,1984,66
"615","Ian Heinisch",185,72,"Orthodox",3.28,50,2.79,58,1.13,18,60,0.8,1988,71
"616","Jake Hecht",170,73,"Orthodox",3.26,47,2.76,56,2.04,37,40,0,1984,72
"617","Benson Henderson",170,70,"Southpaw",2.93,45,1.79,63,2.4,45,63,0.8,1983,69
"618","Johny Hendricks",185,69,"Southpaw",3.49,45,3.99,53,3.83,46,63,0.3,1983,69
"619","Dan Henderson",185,74,"Orthodox",2.44,47,2.7,51,1.52,52,57,0.3,1970,71
"620","Luis Henrique",243,74,"Orthodox",1.81,43,2.22,47,3.09,36,50,1,1993,74
"621","Danny Henry",145,73,"Orthodox",5.2,51,4.16,45,0.74,33,50,2.2,1988,72
"622","Jai Herbert",155,77,"Orthodox",1.83,30,2.61,48,0,0,33,0,1988,73
"623","Ed Herman",205,77,"Orthodox",3.32,49,3.35,43,2.21,48,60,1.2,1980,73
"624","Dave Herman",242,77,"Orthodox",4.98,60,3.78,48,1.49,100,58,0,1984,76
"625","Jack Hermansson",185,77,"Orthodox",5.03,44,3.46,54,1.96,34,75,0.7,1988,73
"626","Alexander Hernandez",155,72,"Orthodox",3.57,35,3.81,59,1.6,38,62,0,1992,69
"627","Anthony Hernandez",185,75,"Orthodox",4.92,55,5.09,47,3.76,66,70,1.9,1993,72
"628","Nohelin Hernandez",135,71,"Orthodox",1.32,34,2.63,52,0.71,50,37,0,1994,70
"629","Alvaro Herrera Mendoza",155,74,"Orthodox",1.89,38,3.4,55,0,0,33,1.1,1990,72
"630","Geane Herrera",125,66,"Orthodox",1.51,31,5.07,52,0.83,37,38,0.6,1990,65
"631","Felice Herrig",115,65,"Orthodox",3.63,36,4.84,49,1.18,30,72,0.9,1984,64
"632","Heath Herring",250,78,"Orthodox",2.37,50,1.77,54,1.22,50,32,0.7,1978,76
"633","Clint Hester",205,77,"Orthodox",3.36,42,3.44,56,1.02,35,60,0,1986,74
"634","Marcus Hicks",155,64,"Southpaw",1.42,43,3.06,61,2.7,53,25,4,1975,66
"635","Jimy Hettes",145,71,"Southpaw",3.47,57,3.5,57,5.2,44,61,1.4,1987,69
"636","Jay Hieron",170,75,"Orthodox",1.66,32,1.89,61,4.05,60,66,1,1976,72
"637","Jason High",155,73,"Southpaw",1.28,42,1.56,48,2.36,63,37,2.8,1981,68
"638","Jamahal Hill",205,79,"Southpaw",7.9,52,3.15,49,0,0,53,0,1991,76
"639","Kailan Hill",185,77,"Southpaw",2.6,53,4.8,37,3,42,0,0,1994,73
"640","Angela Hill",115,64,"Orthodox",5.66,50,4.98,64,0.45,36,76,0.1,1985,63
"641","Hatsu Hioki",145,73,"Orthodox",2.42,42,2.12,65,2.55,56,54,0.6,1983,71
"642","Kuniyoshi Hironaka",168,70,"Orthodox",1.98,40,3.01,54,1.91,30,25,0.6,1976,70
"643","Mizuto Hirota",155,67,"Orthodox",3.36,40,3.5,54,1.36,50,58,0.1,1981,67
"644","Corey Hill",155,80,"Orthodox",3.57,46,1.61,70,3.02,80,100,0,1978,76
"645","Matt Hobar",135,70,"Southpaw",3.23,42,4.27,52,3.66,44,50,0,1987,70
"646","Kevin Holland",185,81,"Orthodox",4.14,56,2.58,56,1.08,45,51,0.7,1992,75
"647","Andrew Holbrook",155,70,"Southpaw",2.2,49,3,54,0.85,18,10,2.1,1986,71
"648","Max Holloway",145,69,"Orthodox",7.26,46,4.58,60,0.21,71,84,0.3,1991,71
"649","Holly Holm",135,69,"Southpaw",3.16,38,2.8,57,0.81,30,76,0.1,1981,68
"650","Kurt Holobaugh",155,70,"Orthodox",4.51,42,4.28,46,0.97,36,45,0.7,1986,71
"651","Paddy Holohan",125,69,"Orthodox",2.13,46,2.81,46,2.88,47,71,1.3,1988,70
"652","Scott Holtzman",155,69,"Orthodox",4.44,49,3.47,54,2.16,58,66,0.2,1983,69
"653","Sabah Homasi",170,72,"Orthodox",4.98,48,6.91,47,2.8,50,66,0,1988,72
"654","Barb Honchak",125,65,"Orthodox",4.04,30,4.67,66,0,0,0,1.3,1979,64
"655","Mark Hominick",145,68,"Orthodox",4.08,42,4.18,69,0.25,66,71,0.9,1982,68
"656","Chris Honeycutt",170,73,"",2.99,44,1.41,66,3.4,45,75,0,1988,70
"657","Chase Hooper",145,74,"Southpaw",4.43,45,3.95,38,0.32,7,66,2.2,1999,73
"658","Dan Hooker",155,75,"Switch",4.95,48,4.92,51,0.72,34,79,0.3,1990,72
"659","Yoshinori Horie",145,70,"Orthodox",2.76,49,5.65,48,0,0,0,0,1995,68
"660","Kyoji Horiguchi",125,66,"Orthodox",3.6,45,2.45,62,2,44,55,0,1990,65
"661","Chris Horodecki",155,69,"Orthodox",4.59,41,3.16,65,1.52,55,37,0.9,1987,69
"662","Jeremy Horn",185,74,"Orthodox",1.19,39,1.99,55,1.83,38,29,1.1,1975,73
"663","Jeff Hougland",135,68,"Orthodox",1.86,48,3.46,47,0.86,18,0,1.1,1978,67
"664","Darrell Horcher",155,70,"Southpaw",2.05,44,4.21,39,0.35,50,47,0.7,1987,70
"665","John Howard",170,72,"Orthodox",2.15,50,3.08,51,2.7,49,53,0.4,1983,67
"666","Carlos Huachin",135,67,"Southpaw",2.1,21,4.8,50,0,0,66,0,1996,64
"667","Brady Huang",135,69,"Orthodox",4.62,37,10.77,30,0,0,0,0,1992,69
"668","Collin Huckbody",185,76,"Orthodox",2.05,60,2.73,42,10.23,100,0,20.4,1994,75
"669","Austin Hubbard",155,71,"Orthodox",3.45,48,2.58,58,0.76,60,53,0,1991,70
"670","Jeff Hughes",250,77,"Orthodox",3.95,51,3.67,60,0.71,50,45,0,1988,74
"671","Matt Hughes",170,73,"Switch",2.14,53,1.36,53,2.95,50,35,1.2,1973,69
"672","Roger Huerta",155,70,"Orthodox",3.64,36,2.33,56,2.13,46,52,0.5,1983,69
"673","Sam Hughes",115,64,"Orthodox",4,37,10.4,49,0,0,0,0,1992,65
"674","Harry Hunsucker",241,75,"Orthodox",4.33,51,8.44,41,0,0,0,0,1989,74
"675","Mark Hunt",265,72,"Orthodox",2.81,43,2.9,51,0.51,55,64,0.2,1974,70
"676","Khadis Ibragimov",205,78,"Orthodox",3.55,49,4.26,47,0.97,30,80,0.3,1995,75
"677","Al Iaquinta",155,70,"Orthodox",4.06,40,4.44,61,0.64,18,74,0.2,1987,70
"678","Dan Ige",145,71,"Orthodox",3.95,46,3.36,58,1.68,27,59,0.5,1991,67
"679","Zelim Imadaev",170,76,"Orthodox",2.91,36,4.35,43,0.38,50,60,0,1995,72
"680","Nassourdine Imavov",185,75,"Orthodox",4.17,61,2.03,59,0.5,12,60,2,1995,75
"681","Naoki Inoue",125,71,"Orthodox",3.67,35,3.37,60,0,0,60,2.5,1997,69
"682","Inoue Mizuki",125,65,"Orthodox",5,50,6.87,48,0,0,66,0,1994,63
"683","James Irvin",205,75,"Orthodox",2.03,48,3.86,35,0,0,36,0.5,1978,74
"684","Teruto Ishihara",135,69,"Southpaw",3.26,44,3.63,53,0.5,16,30,0,1991,67
"685","Damir Ismagulov",155,70,"Orthodox",3.76,43,1.87,69,1.67,31,100,0,1991,69
"686","Leandro Issa",135,69,"Orthodox",2.08,37,3.17,58,2.38,22,50,1.2,1983,67
"687","Anthony Ivy",185,74,"Orthodox",2.5,42,4.57,51,4.69,20,100,0,1990,74
"688","Blagoy Ivanov",250,73,"Southpaw",3.32,40,4.15,54,1.06,54,75,0.2,1986,71
"689","Yves Jabouin",135,68,"Orthodox",3.06,41,2.93,62,1.94,60,82,0.1,1979,67
"690","Quinton Jackson",205,73,"Orthodox",3.25,54,2.51,55,1.52,56,73,0.1,1978,73
"691","Jason Jackson",170,78,"Orthodox",2.24,48,1.31,56,0,0,0,0,1990,73
"692","Damon Jackson",145,71,"Switch",2.46,35,3.63,45,1.14,20,35,2.7,1988,71
"693","Montel Jackson",135,75,"Southpaw",3.77,55,1.5,56,4.15,77,66,0.2,1992,70
"694","Dustin Jacoby",205,76,"Orthodox",3.68,46,2.94,61,0.22,100,70,0,1988,75
"695","Ryan Janes",185,76,"Orthodox",7.69,48,5.53,59,0.35,100,58,0,1981,75
"696","Virna Jandiroba",115,64,"Orthodox",2.39,46,3.08,54,3.16,53,73,2,1988,63
"697","Dave Jansen",155,73,"Orthodox",2.94,33,3.67,58,2.79,28,38,0.9,1979,69
"698","Keith Jardine",185,76,"Orthodox",3.25,36,2.98,59,1.18,45,62,0.7,1975,74
"699","Justin Jaynes",155,68,"Orthodox",3.58,42,6.49,58,0,0,33,0.6,1989,67
"700","Rony Jason",145,73,"Orthodox",2.04,44,3.14,53,0.59,30,36,0.8,1984,67
"701","Joanna Jedrzejczyk",115,65,"Orthodox",6.3,48,3.08,64,0.28,62,81,0.1,1987,66
"702","Aaron Jeffery",185,74,"Orthodox",6.21,84,4.14,39,0,0,75,0,1992,74
"703","Ryan Jensen",185,76,"Orthodox",2.84,39,2.99,59,1.55,50,31,1.9,1977,73
"704","Carls John De Tomas",125,71,"Southpaw",1.74,37,3.93,44,1.37,33,66,0,1996,65
"705","Sung Bin Jo",145,72,"Orthodox",1.4,33,2.67,51,1,33,83,1,1992,72
"706","Brett Johns",135,71,"Orthodox",2.86,49,3.84,53,4.92,49,58,1,1992,67
"707","Miles Johns",135,66,"Orthodox",3.33,48,2.42,68,1.21,30,87,0,1994,67
"708","DaMarques Johnson",170,75,"Orthodox",2.11,37,3.75,51,1.18,55,19,0.7,1982,73
"709","Lavar Johnson",240,82,"Orthodox",5.39,55,2.54,55,0.61,66,54,0.6,1977,76
"710","Ryan Jimmo",205,73,"Orthodox",3.12,66,2.77,46,0.45,28,87,0,1981,73
"711","Kajan Johnson",155,75,"Orthodox",2.47,42,1.59,64,1.54,37,62,0.2,1984,71
"712","Demetrious Johnson",125,66,"Orthodox",3.43,54,1.66,67,3.35,56,65,0.5,1986,63
"713","Michael Johnson",155,73,"Southpaw",4.21,38,3.82,58,0.49,45,77,0.1,1986,70
"714","Timothy Johnson",265,77,"Southpaw",3.43,45,3.08,44,1.09,24,69,0,1985,75
"715","Jordan Johnson",205,79,"Orthodox",3.45,47,2.64,53,3.25,42,100,1.2,1988,74
"716","Taylor Johnson",185,74,"Switch",5.09,60,1.13,33,8.49,100,100,0,1990,72
"717","Anthony Johnson",205,78,"Orthodox",3.25,47,1.83,60,2.43,57,77,0.6,1984,74
"718","Jose Johnson",135,72,"Orthodox",1,46,1.87,51,0,0,29,0,1995,72
"719","Chad Johnson",230,80,"Orthodox",5.92,68,7.8,40,0,0,0,0,1986,74
"720","Daniel Jolly",205,75,"Orthodox",1.32,46,3.39,44,2.83,33,50,0,1984,73
"721","Liana Jojua",125,62,"Orthodox",2.53,39,4.86,48,1.49,66,50,2.2,1995,64
"722","Jon Jones",205,84,"Orthodox",4.3,57,2.22,64,1.85,44,95,0.4,1987,76
"723","Jamelle Jones",205,75,"Orthodox",1.78,80,3.11,65,0,0,0,0,1988,72
"724","Trevin Jones",140,70,"Southpaw",3.84,61,6.81,35,1.17,20,0,0,1990,67
"725","Jocelyn Jones-Lybarger",115,64,"Orthodox",2.96,31,4.83,56,0.34,25,81,0,1985,67
"726","Shawn Jordan",260,75,"Southpaw",2.87,50,3.3,47,1.97,38,76,0.1,1984,72
"727","Ivan Jorge",155,73,"Orthodox",3.41,49,2.91,59,1.56,16,75,0.6,1980,69
"728","Scott Jorgensen",135,66,"Orthodox",3.37,40,3.41,65,2.61,45,59,0.7,1982,65
"729","Krzysztof Jotko",185,77,"Southpaw",2.98,45,1.9,58,1.27,35,87,0.1,1989,73
"730","Alan Jouban",170,73,"Southpaw",5.67,50,3.77,60,0.51,44,58,0.3,1981,72
"731","Charles Jourdain",145,69,"Switch",4.79,45,4.11,61,0,0,47,0.7,1995,69
"732","Dustin Joynson",244,78,"Orthodox",3.28,53,5.63,47,0,0,0,0,1985,78
"733","Luke Jumeau",170,72,"Orthodox",2.93,43,3.17,58,0.25,100,86,0,1988,71
"734","Chan Sung Jung",145,72,"Orthodox",4.15,41,4.01,56,0.62,41,75,0.5,1987,67
"735","Da-Un Jung",205,78,"Orthodox",5.06,43,5.38,55,0,0,83,0.5,1993,76
"736","Myles Jury",145,73,"Orthodox",2.94,42,2.16,66,2.16,55,50,0.3,1988,70
"737","Cristiane Justino",145,68,"Orthodox",7.28,52,2.25,64,0.66,55,94,0.4,1985,68
"738","Kai Kamaka",145,69,"Orthodox",6.58,60,6.74,49,3.68,75,37,0.6,1995,67
"739","Martin Kampmann",170,72,"Orthodox",3.22,42,3.28,62,1.86,41,78,2,1982,72
"740","Masanori Kanehara",135,67,"Orthodox",1.88,49,1.63,62,1.44,50,63,0.9,1982,67
"741","Kyung Ho Kang",135,73,"Orthodox",2.52,44,2.43,58,2.53,59,71,1.1,1987,69
"742","Bharat Kandare",135,72,"Orthodox",0.7,10,1.88,72,0,0,0,0,1987,67
"743","Denis Kang",185,77,"Orthodox",2.27,35,1.65,67,2.51,65,38,1.2,1977,71
"744","Manel Kape",125,68,"Southpaw",3.67,45,4.3,48,1,28,80,0,1993,65
"745","Impa Kasanganay",185,75,"Orthodox",5.36,49,3.52,60,1.44,83,63,0,1994,71
"746","Kai Kara-France",125,69,"Orthodox",5.02,39,3.84,66,0.53,23,86,0,1993,64
"747","Alex Karalexis",155,66,"Orthodox",2.57,42,2.39,54,2.7,45,86,0.9,1977,68
"748","Nadia Kassem",125,66,"Southpaw",3.13,41,4.48,48,0.46,33,40,2.8,1995,65
"749","Brad Katona",135,64,"Orthodox",3.33,51,2.98,57,1.25,22,47,0,1991,66
"750","Calvin Kattar",145,72,"Orthodox",5.07,42,8.16,50,0.37,30,89,0,1988,71
"751","Sarah Kaufman",135,66,"Orthodox",6.65,46,4,62,0.38,57,81,0,1985,65
"752","Tatsuya Kawajiri",145,69,"Orthodox",2.04,44,2.01,50,3.63,48,63,1.1,1978,67
"753","Brian Kelleher",145,66,"Switch",3.92,39,5.47,53,1,25,59,0.7,1986,66
"754","Chris Kelades",125,68,"Orthodox",2.4,43,2.64,48,1.04,18,53,0.3,1981,67
"755","Jeremy Kennedy",145,71,"Orthodox",2.22,46,2.58,47,5.73,52,66,0,1992,71
"756","Tony Kelley",135,70,"Switch",4.57,47,4.77,43,0,0,50,2,1987,69
"757","Daniel Kelly",185,70,"Southpaw",3.62,38,4.64,61,1.86,34,78,0.3,1977,72
"758","Paul Kelly",155,70,"Orthodox",3.22,37,2.61,59,1.34,60,30,1.5,1984,69
"759","Tim Kennedy",185,74,"Orthodox",2.78,47,1.84,62,2.58,35,70,0.7,1979,71
"760","Casey Kenney",140,68,"Southpaw",4.81,42,4.3,59,1.1,39,59,0.5,1991,67
"761","Will Kerr",155,69,"Orthodox",1.91,42,6.22,33,0,0,0,14.3,1982,70
"762","Sergey Khandozhko",170,74,"Orthodox",2.83,42,1.7,60,0.5,16,64,0,1992,73
"763","Rustam Khabilov",155,73,"Orthodox",1.98,34,2.16,65,3.95,41,61,0.1,1986,68
"764","Alfred Khashakyan",135,70,"Orthodox",6.14,42,6.38,40,3.54,25,0,0,1988,68
"765","Aliaskhab Khizriev",185,74,"Southpaw",6,83,3.6,66,18,50,0,18,1990,69
"766","Katsunori Kikuno",145,66,"Orthodox",2.64,40,2.47,61,1.88,75,76,0.8,1981,68
"767","Jacob Kilburn",145,72,"Orthodox",2.56,33,6.78,35,0.51,5,20,0.5,1995,69
"768","Pannie Kianzad",135,66,"Orthodox",5.14,49,3.62,57,0.22,14,83,0.2,1991,67
"769","Dong Hyun Kim",170,76,"Southpaw",2.12,49,1.89,58,2.93,43,71,0.6,1981,74
"770","Ji Yeon Kim",125,72,"Orthodox",4.5,34,4.94,57,0,0,42,0,1989,67
"771","Jeremy Kimball",205,72,"Switch",2.81,46,3.84,49,1.41,20,50,0,1991,72
"772","Dustin Kimura",135,71,"Orthodox",1.33,21,3.82,51,0.93,37,50,2.2,1989,67
"773","Rob Kimmons",185,73,"Orthodox",1.86,48,4.79,38,2.08,46,25,2.4,1981,70
"774","Kamuela Kirk",145,75,"Switch",5.31,57,12.25,21,2.89,40,100,0,1994,70
"775","Kyle Kingsbury",205,79,"Orthodox",2.97,40,3.81,51,2.64,41,52,0,1982,76
"776","Justine Kish",125,64,"Orthodox",4.65,48,4.62,59,1.01,35,55,0.2,1988,65
"777","Ludovit Klein",155,72,"Southpaw",7.11,69,3.16,42,0,0,0,0,1995,67
"778","Drakkar Klose",155,70,"Orthodox",3.89,53,3.64,53,1.56,30,68,0,1988,69
"779","William Knight",205,73,"Orthodox",4.69,76,2.88,33,3.76,66,63,0.5,1988,70
"780","Jason Knight",145,71,"Orthodox",2.95,33,3.02,51,1.31,31,47,1.7,1992,70
"781","Erik Koch",170,71,"Southpaw",2.33,42,2.82,47,1.02,42,81,1,1988,70
"782","Syuri Kondo",115,66,"Orthodox",5.4,44,7.22,58,0,0,83,0.3,1989,64
"783","Cheick Kongo",240,82,"Orthodox",3.33,56,1.28,54,2.3,56,52,0.2,1975,76
"784","Roman Kopylov",185,75,"Southpaw",2.64,38,3.07,63,0,0,66,0,1991,72
"785","Naoyuki Kotani",155,66,"Southpaw",1.02,31,2.89,50,0.83,16,46,0.8,1981,68
"786","Josh Koscheck",170,73,"Orthodox",1.79,36,2.27,63,2.46,48,64,0.4,1977,70
"787","Karolina Kowalkiewicz",115,64,"Orthodox",5.27,39,5.65,56,0.1,12,75,0.1,1985,63
"788","Derrick Krantz",170,72,"Orthodox",2.07,37,4.03,50,3.18,50,0,0.8,1988,70
"789","James Krause",170,73,"Orthodox",4.79,49,4.11,61,0.96,18,59,0.9,1986,74
"790","Nikita Krylov",205,77,"Orthodox",4.33,56,2.52,43,1.34,33,55,1.3,1992,75
"791","Mariusz Ksiazkiewicz",185,75,"Southpaw",0.93,45,3.4,39,4,100,0,2,1989,75
"792","Anton Kuivanen",155,72,"Orthodox",2.27,38,1.63,67,1.2,100,71,0.4,1984,68
"793","Aleksei Kunchenko",170,70,"Orthodox",3.67,44,2.83,63,0.25,33,80,0,1984,68
"794","Michael Kuiper",185,73,"Orthodox",3.28,54,3.62,54,2.3,55,79,0,1989,72
"795","Kiichi Kunimoto",170,71,"Orthodox",1.87,44,3.92,41,1.59,20,28,0.3,1981,70
"796","Yana Kunitskaya",135,68,"Orthodox",4.22,57,2.62,51,1.62,53,50,0.2,1989,66
"797","Korey Kuppe",170,77,"Switch",0.73,73,1.33,31,0,0,69,1,1989,77
"798","Ramazan Kuramagomedov",170,73,"Orthodox",11.67,67,9.13,54,1,14,0,0,1996,73
"799","Guram Kutateladze",155,72,"Orthodox",2.47,43,3.47,58,0,0,68,0,1992,71
"800","Mike Kyle",205,77,"Orthodox",3.93,51,3.35,49,1.33,62,50,0.8,1980,76
"801","Ryan LaFlare",170,74,"Southpaw",2.89,40,1.86,63,2.13,44,58,0.2,1983,73
"802","Aspen Ladd",135,66,"Orthodox",5.22,55,4.84,46,2.45,75,66,1.2,1995,66
"803","Noad Lahat",145,69,"Orthodox",2.79,46,1.47,63,2.37,26,16,2.4,1984,69
"804","Jason Lambert",185,75,"Orthodox",3.21,58,1.84,50,1.35,36,28,2.4,1975,75
"805","Ricardo Lamas",145,71,"Orthodox",3.13,47,2.87,57,1.84,33,46,0.9,1982,68
"806","Nate Landwehr",145,72,"Orthodox",7.02,50,7.67,51,0,0,85,0,1988,69
"807","Chad Laprise",170,71,"Orthodox",4.78,42,3.59,65,1.05,54,78,0,1986,70
"808","Taylor Lapilus",135,73,"Southpaw",3.77,45,2,61,0.58,40,81,0.6,1992,66
"809","TJ Laramie",145,66,"Orthodox",2.73,51,3.24,26,2.56,50,0,0,1997,66
"810","Lina Lansberg",135,65,"Orthodox",2.76,57,3.7,44,0.71,33,50,0.1,1982,67
"811","Jeremy Larsen",145,70,"Orthodox",4.87,48,5.75,57,2.49,33,0,0,1984,70
"812","Bobby Lashley",255,78,"Orthodox",3.1,63,0.76,63,11.47,70,0,0,1976,75
"813","Brock Larson",170,71,"Southpaw",1.39,46,1.5,55,2.67,34,43,2,1977,71
"814","Ilir Latifi",205,73,"Orthodox",2.01,40,2.84,56,2.02,32,100,0.4,1983,70
"815","Jenel Lausa",125,68,"Orthodox",1.44,42,3.53,53,0.55,66,51,0.8,1988,65
"816","Joe Lauzon",155,71,"Orthodox",2.84,39,5.39,54,2.39,45,54,2,1984,70
"817","Muhammed Lawal",205,78,"Southpaw",3.79,52,1.61,66,5.96,75,87,0,1981,72
"818","Tom Lawlor",205,74,"Southpaw",2.5,42,2.41,60,2.46,32,57,1.4,1983,72
"819","Justin Lawrence",145,67,"Orthodox",3.84,35,2.83,67,0.72,28,73,0,1990,68
"820","Lance Lawrence",145,74,"Orthodox",5.87,50,9.8,24,1,100,50,0,1993,73
"821","Robbie Lawler",170,74,"Southpaw",3.5,45,4.16,60,0.68,64,64,0,1982,71
"822","Lorenz Larkin",170,72,"Orthodox",3.53,46,2.74,63,0.27,42,79,0.1,1986,71
"823","Ronnie Lawrence",135,68,"Switch",3.8,58,1.09,61,10.86,76,100,0.5,1992,68
"824","Valmir Lazaro",155,73,"Orthodox",4.87,37,4.09,61,1.33,40,96,0,1985,72
"825","Mounir Lazzez",170,76,"Orthodox",5.69,55,4.78,45,3.41,100,60,0,1987,73
"826","Cung Le",185,70,"Southpaw",4.36,48,2.98,66,1.37,71,88,0.3,1972,69
"827","Thanh Le",145,74,"Orthodox",1.97,40,1.82,70,0,0,100,0,1985,69
"828","Jordan Leavitt",155,71,"Southpaw",1.08,55,0.43,75,6.5,66,0,3.2,1995,69
