"","Overall Place","Elapsed Time","Team Name","Category","Last Finish","Div Place","Team Members"
"391",391,"9:46:30","The S5 Swirlers","Recreational Women","Kayak",14,"Gemma Park, rebecca morrell, karen bender, Jessica Estes, Danielle Phillips-Dorsett, Lindsay Love, Evangelynn Homegger, Sarah Butsch,"
"392",392,"9:46:50","The Cookie Monsters","Recreational Open","Kayak",142,"Peter Meerdink, Jayna Otonicar, Scott Janke, Jesselle Benson, Andrew Reusch, John Thomson, Annie Thomson, Whitney James,"
"393",393,"9:46:58","MAX DALES : BEAUTIFUL DISASTER","Recreational Mixed","Kayak",54,"Paul Pickering, Mackenzie Curry, Anna Latham, Heather Steinbach, jill pickering, Danny Pickering, Adam Rivers, Chris Tacheny,"
"394",394,"9:47:16","Race Ninjas","Recreational Mixed","Kayak",55,"Colin Wahl, Justin Hammond, Sarah Holm, Monica Malcolm, Blair Marcotte, Shannon McCarthy, Laurel Hammond, Riley Holm,"
"395",395,"9:48:47","The Channel 4 News Team","Recreational Mixed","Kayak",56,"Justin Dahl, Connor Reinecke, Steve Lamberson, Krisin Nelson, Sarah Wagstaff, Kat Lamberson, Ralph Nelson, Amber Wichtendahl,"
"396",396,"9:49:11","THE MOO CREW","Corporate","Kayak",31,"Rebecca McElvain, Sean Wilson, Clair Cassidy, Bob Woods, Norm Lee, Monty Schilter, Dave Fassett, Al Kimbell,"
"397",397,"9:49:24","Heath Tecna 2","Corporate","Kayak",32,"Bill Sears, Yonina DeKeyser, timothy groves, Nghia Huynh, Adam Rishel, Karl Kepler, Wayne Carmichael, Brian Rapp,"
"398",398,"9:49:32","Pleiades Nebulosity","Recreational Open","Kayak",143,"Matthew Dickeson, John Dickeson, Joe Bull, Connor Holloway, Jim Ruttler, Dale Barr, Francis Pirotte, Greg Carter,"
"399",399,"9:49:53","Western Refinery Services","Competitive Open","Kayak",63,"Mark Bayard, Jason Sylvester, Harvey Gunderson, Matt Jensen, Bert Wailes, Emelie Van Vleet, Brad Bennett, Gordy Vlas,"
"400",400,"9:50:22","Proud Feet","Recreational Open","Kayak",144,"Jake Dahlberg, Makie Matsumoto-Hervol, Kelsey Jo Grunigen, Dominique Theberge, Roger Theberge, Emily Van Hollebeke, Dave West, Julian Theberge,"
"401",401,"9:50:44","Rogue Squadron","Competitive Open","Kayak",64,"Jacob Borg, Nathan Wendt, Marshall Medley, Kramer Johnson, Brian Taylor, Simeon Park, Drew Carey, Kyle Allen,"
"402",402,"9:51:29","Bunny's Revenge","Recreational Open","Kayak",145,"Chris Debussey, Ryan Lohrmeyer, Thomas Stanley, Laurel Sloane, Erik Bernhoft, Miguel Thomas, Erica Mitchell, Kevin Callaghan,"
"403",403,"9:51:39","We are Family","Family","Kayak",15,"Darryl Strode, Nick Bowhay, Craig Bowhay, Spencer Briggs, Jane Eisemann, Jennifer Cutler, Thereasa Dougan, Sarah Niwa,"
"404",404,"9:51:44","Lost cat","Recreational Mixed","Kayak",57,"Bart Griffith, keith olsen, Jim Webster, JOEY LONGSTRETH, dan crouch, carol johnston, kevin parks, BRUCE LONGSTRETH,"
"405",405,"9:51:51","Work N' Things","Recreational Mixed","Kayak",58,"Ben Maki, Sandra Maki, Christen Peters Crumley, Ryan Crumley, Eli Holmes, Angela Overmyer, Ken Eastham, Josh Peters,"
"406",406,"9:52:37","Good Time Gang 2","Recreational Mixed","Kayak",59,"Cara Langeland, Devon Connor, Raelyn Raver, Michele Dostal, Becky Lathrop, Heidemarie Poeschla, SHADHI AJLANI, Adam Shisgal,"
"407",407,"9:52:57","What's On Your List?","Recreational Mixed","Kayak",60,"Richard Talbott, Kelly Sykes, Mike Asher, Joseph Hines, Joe Hamill, Cami Krier, Gary Davis, Evan Kovec,"
"408",408,"9:53:03","Second to None","Recreational Mixed","Kayak",61,"McKenzie Bailey, Caleb Reynolds, Annie Larlee, Ashley Rendahl, Ashley Puga, Marie Smith, Luke Hetrick, Tyson Berg,"
"409",409,"9:54:07","Peak 7 - Need for Speed","Recreational Open","Kayak",146,"Marcia Wike, Mary Smith, Lindsay Wike, Amanda Werdell, Ryan Wike, Michael Fischer, Ryan Saunders, Lee Lau,"
"410",410,"9:54:11","Charlie and the Unicorns","Recreational Open","Kayak",147,"Dwayne Valeau, Heather Anderson, Erin Anderson, Ryan Goudie, Lenka Hanzlik, Ryan Anderson, Steve Anderson, Andy Yahna,"
"411",411,"9:54:17","The Flying Spinnaker","Recreational Open","Kayak",148,"Eric Morgan, Claire Morgan, Heidi Carpenter, Laurie Brockman, Kelly Fisher, Michele McNamee, Joe Carpenter, Scott Bertelsen,"
"412",412,"9:55:34","Ocho Pinkos","Recreational Open","Kayak",149,"Jennifer Mason, Micah LaNasa, Jono Manion, Sarah North Wolfe, Andy Jennings, Emily North Omdal, Steve Rydman, Mike Estes,"
"413",413,"9:58:18","THOR","Recreational Open","Kayak",150,"Joe Sawyer, Dirk Rogstad, Jeannine Chaney, Caitlin Black, Stephanie Black, Scott Simpkins, Meesha Hedeen, Francis Razey,"
"414",414,"9:58:19","Skagit Alpine Club (SAC-sters)","Recreational Mixed","Kayak",62,"Kyle Koch, John Parks, Jessica Gigot, Leslie Parks, Miyabi Gladstein, Emily Boehm, Dave Myers, Josh Gourley,"
"415",415,"9:59:52","Pioneer Meadows Montessori Pink Towers of Power","Recreational Women","Kayak",15,"Kathleen Malnor, Susan Lottimer, Carissa Mann, Lisa Melia, Heather Radke, Natasa Lazetic, Therese Landry, Sarah Hare,"
"416",416,"9:59:58","Ski to Sea Sissies","Competitive Women","Kayak",8,"Debbie Lackey, Paule Goodin, Diana Chamberlain, Daana Denzel, Molly Stegen, Kayti Smith, Jennifer Knudsen, Kara Oney,"
"417",417,"10:00:45","Trogdor Strikes Again","Recreational Open","Kayak",151,"Marc Sharrow, Casey Sharrow, Evelyn Sharrow, Crystal Baumunk, Curtis Anson, Shawn Sharrow, Kyle Davis, Jeffrey Baumunk,"
"418",418,"10:01:30","The Spitting Llamas","Recreational Open","Kayak",152,"Kyle Nordby, Byron Starkey, Stephanie Hanley, Drew Schwitters, Maia Kurnik, Mike Dawson, Hannah Norberg, David Burgesser,"
"419",419,"10:02:38","Distant Thunder","Competitive Mixed","Kayak",10,"Laura Junge, Linda Junge, Emily Shiels, Teresa De Sitter, Paul Wild, Laura Syvertson, Kory Harding, Brandon Wass,"
"420",420,"10:02:52","Carlton Banks Social Dancing Society","Recreational Open","Kayak",153,"Brandy Taylor, Becky Galage, Story Cosgrove, Lauren DePue, Charity Fox, Mark Friesen, Wendy Miller, Misty Craig,"
"421",421,"10:03:53","Northern Brewery","Competitive Open","Kayak",65,"Shiloh Wiggin, Jaclyn Onion, Ross Thorson, Amy Cozart, Dave Dean, Lauren Kapp, Amber Iverson, John McMahon,"
"422",422,"10:04:06","ago","Recreational Mixed","Kayak",63,"Lisa Wochos, Lisa Keeler, Kim Herrenkohl, Sarah Reyes, Julie Hirsch, Edward Alexander, Elizabeth Baker, Kevin Peterson,"
"423",423,"10:04:31","The Fat and the Furious","Competitive Open","Kayak",66,"Jon Shields, Ed Bausch, KC Kasberg, Rafael Cortada, Bruce Richards, Mike Hefferman, Robin Yakhour, Brett Anderson,"
"424",424,"10:05:09","Peachy Speechies","Recreational Women","Kayak",16,"Sara Drage, Lisa Brade, Cassandra Hogl, Claire Farabee, Libby Lewis, Melissa Hill, Chelsea Adams, Maureen Hagan,"
"425",425,"10:05:35","Fragaria chiloensis","Recreational Mixed","Kayak",64,"Mariah Brown-Pounds, Megan Walker, Ben Wurtz, Chris Popek, Alana Thelen, Kristen Gorman, Mary Ann Dupree, Erika Mashig,"
"426",426,"10:06:03","the usual","Recreational Mixed","Kayak",65,"sunshine campbell, Ellen Marson, Rob Campbell, brian steele, kerrie bauer, meredith gibson, Dave Green, Chris McCall,"
"427",427,"10:08:16","Criminally Insane","Recreational Women","Kayak",17,"Jacinda Matson, Sadie Cummings, Danielle Moller, Tara Fredlund, Pam Hoffmann, Alisa sands, Megan Castellano, Shannon Winder,"
"428",428,"10:08:41","Beautiful Disaster II","Recreational Mixed","Kayak",66,"Karla Williams, Brant Chase, Jay Fredlund, TJ French, Chad Schafer, Autumn Schley, Corey Eco, Peter Hutcheson,"
"429",429,"10:09:52","1986 T Ball Champions","Recreational Open","Kayak",154,"Edie Hill, Mindy Gilbert, Steve Schulz, Tony Cruz, Adam Smith, Jeff Hill, Brian Gilbert, Craig Broyles,"
"430",430,"10:12:04","Northwest Indian College Hooligans","Recreational Mixed","Kayak",67,"Stephanie Charlie, Berto Galler, Shelley Macy, John Paul Kurtz, Joel Green, Nicole Duncan, Tabitha Jefferson-Ayosa, Leslie Jackson,"
"431",431,"10:13:32","Road Resurfacing Next 93.5 Miles","Masters","Kayak",8,"Joe Dobson, David Skippon, Robert Lawrance, Lynette Skippon, Michael Galli, Naowarat Ann Cheeptham, Dawn Groves, brett whitney,"
"432",432,"10:19:58","Only Two Young Legs Among Us","Recreational Mixed","Kayak",68,"Dawn Wefer, Eric Hanenburg, Leon Ford, Lori Stock, Bill Wefer, Leah Ford, Debra Hanenburg, Jackie Reed,"
"433",433,"10:23:15","Covert Ops","Recreational Open","Kayak",155,"Keenan Kilcher, Bill Fischer, Sarah Covert-Bowlds, Micki Wells, Chris Covert-Bowlds, Paul Sampson, Kenny Wells, Alex Sampson,"
"434",434,"10:26:28","Slow Motion to the Ocean","Recreational Mixed","Kayak",69,"Danika Summer, Trish Reppar, Justin Wisniewski, Paul Nicholson, Synneva Hagen-Lillevik, Kelsey Gauche', Courtney Kuhl, Carly Gauche',"
"435",435,"10:31:03","Wanderlust - Women","Recreational Women","Kayak",18,"Elizabeth Olsen, Kolina Beck, Carley Sasaki, Echo Holden, Maile Cowley, Suzanne Soine, Anne Marie Culver, Christine Avakian,"
"436",436,"10:34:41","Fireballers","Recreational Women","Kayak",19,"karen pinnell, Catherine Sisk, Tanya Braumiller, darcy smith, Brenda Booth, Anna Ferdinand, Rosemary Kaholokula, wendy barnes,"
"437",437,"10:43:38","Ahhh just go faster!","Recreational Mixed","Kayak",70,"Corey Button, Garrett Turner, Nadia Kabbani, Pauline Lao, Erik Langland, Ian Bugbee, Kim Spaulding, Zianna Weston,"
"438",438,"10:53:42","Busty Crew","Recreational Women","Kayak",20,"Elizabeth Moss, Sara Billington, Barb Fraker, Tahney Jones, Amy Wellman, Charlotte Foote, Angela Armitage, Kim Rietz,"
"439",439,"16:08:09","The Brute Squad","Family","Kayak",16,"White Jim, Sue White, Froemming Elizabeth, Annie McMahon, Ben Froemming, McMahon Ryan, White James, White John,"
"440",440,"17:36:12","Team RamRod","Whatcom County Mixed","Kayak",10,"Alex Maros, John Harter, Steven Funcke, Ryan Brevik, Emily Mulnick, Matt Chapman, Connor Powell, Robert Mills,"
"441",441,"18:05:43","Team Ramrod","Recreational Open","Kayak",156,"Kristopher Simonsen, Chris Davidson, Devon Carroll, Ian Burton, Kory Simonsen, Tyler Bowen, Laurel Jones, Colin McClure,"
"442",442,"DNF","None","Family","Kayak",17,"Nancy Spyksma, Alan Charlson, Jeff Carlson, David Evans-Carlson, Anders Carlson, Adam Regan, Greg Carlson, Christopher Charlson, Sara Carlson, Gary Charlson, Colin Evans-Carlson, Candis Charlson, Mildred Charlson, Krista Heidar, Erik Carlson, Curtiss Clark,"
"443",443,"DNF","Speed Readers","Whatcom County Mixed","Kayak",11,"Paul Hanson, Brendan Clark, Christina Claassen, Charles Claassen, Ingrid Gale-Olson, Claire McElroy-Chesson, Robert Gruen, Kelly Evert,"
"444",443,"DNF","Ain't Going Back To Rehab?.........Well we say go, go, go!","Whatcom County Mixed","Kayak",11,"John Tolsma, Radu Ivan, david scholten, Julia Creech, Kelly Quinn Tolsma, Tony Anderson, Jeff Freeland, Sue Bouma,"
"445",443,"DNF","Ralf's Pretzel Bakery - Car Free","Competitive Mixed","Kayak",11,"Eric Paige, Matt Treat, Andrea Naviaux, Sarah Rowan, Thomas Caldwell, Nikki Johnson, Anne Madsen-Boydstun, Noel Phillips,"
"446",443,"DNF","Coal train derailers","Competitive Mixed","Kayak",11,"Collin Smith, Jackie Caplan-Auerbach, Pete Stelling, Kate Destler, Rebecca Bunn, Shelley Wilfong, Rick Nu`u, Pete Sharp,"
"447",443,"DNF","The Iron Maidens","Recreational Women","Kayak",21,"Leah Dutton, Kari Sachs, Lori Cucksey, Patricia Oliveros, Amy Hunter, Tianna Tsitsis, Karen O'Keefe, Jacque Oswin,"
"448",443,"DNF","Awesome","Recreational Women","Kayak",21,"April Fogel, Sarah Sherman, Jordan Reni, Kristin Robak, Jenna Rheuben, Leslie Norberg, Nina Maas, Kara Braich,"
"449",443,"DNF","She-roes, One's Prime is Elusive!","Whatcom County Women","Kayak",6,"Erica Work, Jenny Taylor, Susan Leone, Rachel Gordon-Ball, Lesley Stephens, Allison Work, Rosemary Graham Mora, Barbara Schickler,"
"450",443,"DNF","Whidbey","Recreational Mixed","Kayak",71,"Ravlic Matt, Annette Fly, Michele Bishai, Arlene Taylor,"
"451",443,"DNF","The Brute Squad","Recreational Mixed","Kayak",71,"Rachel Giles, Summer Lopez, Elizabeth Russell, Melissa Mydinski, Brandy Kiger, Bryan Zollner, Anna Hashman, Michael Holland,"
"452",443,"DNF","Dunga","Recreational Mixed","Kayak",71,"Joel Koester, Renee Koester, Jordan Heaverlo, Laura Thramer, Kevin Ng, Chris Borja, Katie Schmitz, Karen Ng,"
"453",443,"DNF","Northwest Indian College Eagles","Recreational Mixed","Kayak",71,"JeriLee Dennis, Nicole Baker, John Rombold, Aissa Yazzie, Josie Kamkoff, Benjamin Lubbers, Julia Orloff, Steve Zawoysky,"
"454",443,"DNF","Epidemic Proportions","Recreational Mixed","Kayak",71,"Tina Lorenson, Daniel White, Izette Swan, Jessica Fleming, Carol Levin, Dan Phillips, Kiersten Israel-Ballard, Todd TenBrink,"
"455",443,"DNF","Saturna Capitol Sister Cities Ambassadors","Recreational Open","Kayak",157,"Steve Paul, Chris Nicolson, Park Sun-Hee, Byamba-Erdene Batsaikhan, Peter Ostman, Bak Yeong-Jae, Vance Hashimoto, Teresa VanHaalen,"
"456",443,"DNF","Sappers Lead the Way","Recreational Open","Kayak",157,"Graeme Pedersen, Michael Kenacan, Bryan Tennant, Andrew Bennett, Jacque Pavia, Sabrina Boechler, Jason Feasby, Zach O'Brien,"
"457",443,"DNF","The An-villains","Recreational Open","Kayak",157,"Ian Cairns, Robert Munson, Jeffrey Carpenter, Derek Som, Erica Shuhler, Tim Mayock, Jason Vukovich, Paul Berube,"
"458",443,"DNF","If you can read this, thank a teacher.","Recreational Open","Kayak",157,"Brook Becker, Rina York, Joe Ireland, Amy Birklid, Ryan Stoughton, Aaron Jacobs, Jared Wren, Justin Sheldon,"
"459",443,"DNF","BEAST MODE","Recreational Open","Kayak",157,"Nick Wallace, Chris Morris, stefan Kalb, Bryan Mitchiner, Joe Shaw, Ricky Buchanan, Justin Hoffman, Benjamin Frieler,"
"460",443,"DNF","Peak 7 - 6, 5, 4, 3, 2, 1!","Recreational Open","Kayak",157,"Conor Dempsey, Pavel Bondarenko, Danielle Legault, Nicola Towers, Craig Fox, Dan Harder, Kiuk Lee, Joe Hafenrichter,"
"461",443,"DNF","Gator!","Recreational Open","Kayak",157,"Mike Fredlund, Aldi Kllogjeri, Eric Landon, Travis Radich, Grant Lee, Adam Moller, Ross Bailey, Tore Nelsen,"
"462",443,"DNF","Plan B","Recreational Open","Kayak",157,"Kristin Johnson, Orion Stewart, Collin Casper, Larry Lopez, Casey Schwenk, Kristin Carlson, Mark Vanderven, Doug Meyer,"
"463",443,"DNF","Sea Diving Skull Krackers","Recreational Open","Kayak",157,"todd ellis, Eric Rajski, Nathan Rouse, Alexandra Wakeman, Kristen Young, Mike Klaczynski, Brian Young, Eric Nordstrom,"
"464",443,"DNF","Awesomeness","Recreational Open","Kayak",157,"Vanessa Mahan, Leigh Larkin, David Cummings, Thomas Burfield, Pete Milnes, Kerry Rickert, Ross Dobbs, David Bankart,"
"465",443,"DNF","The Grateful Deaf","Recreational Open","Kayak",157,"Jamie Lafady, Saralinka Rejholec, Mark Long, Kelli Beechy, Cara Frank, Nic Yopp, Suzan Pool, Patrick Conway,"
"466",443,"DNF","16 Penny Sinkers","Recreational Open","Kayak",157,"John Davis, Andrew Marchetti, kellen rosburg, Paublo Baca, Christoph Reitz, Hyunjin Lee, michael reis, Eli Miller,"
"467",443,"DNF","Wanderlust - Coed","Recreational Open","Kayak",157,"Paul Budinich, Skylar Nobbs, RaeAnne Thompson, Chris Herrington, Sara Ray, Kristin Lukson, Jason Stoelting, Daniel Olsen,"
"468",443,"DNF","Ski to CSA","Recreational Open","Kayak",157,"Chris Elder, Eden Lopez, Sarita Role Schaffer, Bradley Sandstrom, Megan Chain, Joshua Craft, Ethan Schaffer, Tracy Stewart,"
"469",443,"DNF","The Red Jaguars","Recreational Open","Kayak",157,"Kevin Springer, Stephen Phillips, Myles Gardiner, Andrea Springer, Daniel Blazquez, Jimmy Malone, Cody Nemmer, Mark Doyle,"
"470",443,"DNF","Gardner Mountain Goats","Veterans","Kayak",12,"John Rohrer, Ray Robertson, Bill Gaines, Erik Brooks, Bob Naney, Eric Wittenbach, John Sinclair, Scott Fitkin,"
"471",443,"DNF","R.B. Wick's Local Warriors","Whatcom County Open","Kayak",24,"Chris Wright, Matt Wright, Tim Reinholtz, Collin Buckley, Ryan Short, Justin Blackburn, Eric Grossman, Sean Mathew,"
"472",443,"DNF","Angle of Repose","Whatcom County Open","Kayak",24,"John McLaughlin, Kirsten Miller, Ira Hyman, Niall O Murchu, John Tuxill, Clint Spiegel, Kiko Anderson, Peter McBride,"
"473",443,"DNF","Glass Jaw in a Fist Fight","Whatcom County Open","Kayak",24,"David Simeur, Jack Machinski, Joe Lopez, Katrina Becher, Chris Josephson, Rurik Pitstick, Jason Tapparo, Scott Hutchison,"
"474",443,"DNF","Evergreen List","Whatcom County Open","Kayak",24,"Nathan Lindquist, Mark Pederson, Zach Lengell, Carlos Becerra, Quentin Dills, Tyler Hanson, Mike Buford, Evan Lindquist,"
"475",443,"DNF","Golden Nut","Corporate","Kayak",33,"Nick Erickson, AJ Silva, Jason Marsh, William Bohn, Marvin Vanderpool, Hector Vidal, Jim Britt, Steve Thiele,"
"476",443,"DNF","US Bank","Corporate","Kayak",33,"Angela Rogers, Krystal Barnes, Brandon Turner, Isaiah Dominguez, Kara Irvin, Andrea Fergusson, Carey Nunn, Chad Nickisch,"
"477",443,"DNF","MSA - Darcy Weisbach Destroyers","Corporate","Kayak",33,"Sara Rose, Gwen Linscheid, Steve Wilson, Chris Link, Kallan Link, Garry Truyens, Harry Marx, Paul Weller,"
"478",443,"DNF","Itek Energy","Corporate","Kayak",33,"Dylan Boatman, Taylor Birkeland, Corey Warren, Chris Holz, Connor Birkeland, Brad Robinson, Rachel Severson, Karl Unterschuetz,"
"479",443,"DNF","Hoka Hey","Competitive Open","Kayak",67,"Kyle Grafstrom, Dan Grafstrom, Trevor Spahr, Patrick Shaw, Greg Enslow, Justin Davis, Joe Lewis, Dave Davis,"
"480",443,"DNF","Super Adventure Club","Competitive Open","Kayak",67,"Evan Kalstad, Erik Kalstad, Abram Gates, Daniel Kingoo, Andrew Edwards, Ethan Fernandes, Haruichi Bearden, Terry Lewis,"
"481",443,"DNF","Damn You For Asking Me","Competitive Open","Kayak",67,"Larry Bateman, Mike Sowers, Chris Behee, Ethan Behee, Stella Day, Ryan Nelson, Clare Fogelsong, Ted Carlson,"
"482",443,"DNF","We 8 Babies","Competitive Open","Kayak",67,"Barbara Karabin, Katrina Whiteman, Jonny Kingman, Derek Isenhart, John Westerfield, Matt Lynch, Lindsay Worley, Jeff Jaap,"
"483",483,"DNF","Team Puget Sound Surgical","Corporate","Kayak",37,"Jenny Henderson, Jennifer Valente, Rob Landerholm, Bridget Scott-Fletcher, Paul Fletcher, Josiah Billing, David Frank, Peter Billing,"
"484",484,"DNF","Mt Baker Ski Patrol B","Competitive Open","Cross Country Ski",71,""
"485",484,"DNF","Team MBody","Competitive Open","Cross Country Ski",71,"Morgan Jackson,"
"486",484,"DNF","Costanti","Recreational Mixed","Cross Country Ski",76,""
